owner,name,url,stars,createdAt,idade_dias,updatedAt,dias_desde_ultima_atualizacao,releases,prsMerged,issuesTotal,issuesClosed,closedRatio,primaryLanguage
mlabonne,llm-course,https://github.com/mlabonne/llm-course,59814,2023-06-17T22:16:25Z,793,2025-08-19T21:02:40Z,0,0,1,84,30,0.3571,
rust-lang,rustlings,https://github.com/rust-lang/rustlings,59664,2015-09-15T02:25:18Z,3626,2025-08-19T17:01:46Z,0,45,912,736,686,0.9321,Rust
jquery,jquery,https://github.com/jquery/jquery,59543,2009-04-03T15:20:14Z,5982,2025-08-19T14:24:36Z,0,11,812,2365,2286,0.9666,JavaScript
NationalSecurityAgency,ghidra,https://github.com/NationalSecurityAgency/ghidra,59531,2019-03-01T03:27:48Z,2363,2025-08-19T20:46:22Z,0,45,520,5528,4059,0.7343,Java
ryanoasis,nerd-fonts,https://github.com/ryanoasis/nerd-fonts,59227,2014-12-05T04:31:17Z,3910,2025-08-19T18:47:39Z,0,38,550,1090,1062,0.9743,CSS
shadowsocks,shadowsocks-windows,https://github.com/shadowsocks/shadowsocks-windows,58984,2013-01-14T07:54:16Z,4600,2025-08-19T21:03:45Z,0,55,290,2912,2727,0.9365,C#
tldr-pages,tldr,https://github.com/tldr-pages/tldr,58895,2013-12-08T07:34:43Z,4272,2025-08-19T20:20:29Z,0,6,14685,1519,1338,0.8808,Markdown
angular,angular.js,https://github.com/angular/angular.js,58754,2010-01-06T00:34:37Z,5704,2025-08-19T10:46:36Z,0,0,789,9040,8649,0.9567,JavaScript
spring-projects,spring-framework,https://github.com/spring-projects/spring-framework,58687,2010-12-08T04:04:45Z,5368,2025-08-19T16:25:35Z,0,341,870,27095,26815,0.9897,Java
meta-llama,llama,https://github.com/meta-llama/llama,58655,2023-02-14T09:29:12Z,917,2025-08-19T19:57:31Z,0,0,53,1096,652,0.5949,Python
scrapy,scrapy,https://github.com/scrapy/scrapy,57988,2010-02-22T02:01:14Z,5657,2025-08-19T17:15:14Z,0,43,2390,3179,2713,0.8534,Python
nuxt,nuxt,https://github.com/nuxt/nuxt,57960,2016-10-26T11:18:47Z,3219,2025-08-19T20:35:27Z,0,256,6896,16655,15879,0.9534,TypeScript
FoundationAgents,MetaGPT,https://github.com/FoundationAgents/MetaGPT,57953,2023-06-30T09:04:55Z,781,2025-08-19T20:16:40Z,0,22,660,863,853,0.9884,Python
youngyangyang04,leetcode-master,https://github.com/youngyangyang04/leetcode-master,57856,2019-12-14T12:05:42Z,2075,2025-08-19T17:36:12Z,0,0,2306,272,66,0.2426,Shell
gorhill,uBlock,https://github.com/gorhill/uBlock,57776,2015-04-01T17:51:11Z,3793,2025-08-19T20:22:05Z,0,277,252,3445,3432,0.9962,JavaScript
FuelLabs,fuel-core,https://github.com/FuelLabs/fuel-core,57534,2020-08-27T21:12:14Z,1817,2025-08-19T16:52:51Z,0,123,1553,1112,970,0.8723,Rust
rails,rails,https://github.com/rails/rails,57309,2008-04-11T02:19:47Z,6339,2025-08-19T20:52:56Z,0,149,25149,18193,17714,0.9737,Ruby
h5bp,html5-boilerplate,https://github.com/h5bp/html5-boilerplate,57119,2010-01-24T18:03:24Z,5686,2025-08-19T19:57:41Z,0,34,790,1354,1346,0.9941,JavaScript
Solido,awesome-flutter,https://github.com/Solido/awesome-flutter,56893,2017-05-07T11:45:27Z,3026,2025-08-19T19:44:05Z,0,0,444,0,0,0.0,Dart
nocodb,nocodb,https://github.com/nocodb/nocodb,56512,2017-10-29T18:51:48Z,2851,2025-08-19T19:59:13Z,0,174,5270,4233,3605,0.8516,TypeScript
zylon-ai,private-gpt,https://github.com/zylon-ai/private-gpt,56482,2023-05-02T09:15:31Z,840,2025-08-19T17:31:40Z,0,10,224,1213,961,0.7923,Python
scutan90,DeepLearning-500-questions,https://github.com/scutan90/DeepLearning-500-questions,56461,2018-06-27T06:36:45Z,2610,2025-08-19T16:11:50Z,0,0,302,191,81,0.4241,JavaScript
hiyouga,LLaMA-Factory,https://github.com/hiyouga/LLaMA-Factory,56420,2023-05-28T10:09:12Z,814,2025-08-19T20:36:56Z,0,34,688,7315,6735,0.9207,Python
jgraph,drawio-desktop,https://github.com/jgraph/drawio-desktop,56369,2017-05-25T20:58:42Z,3008,2025-08-19T20:45:42Z,0,159,20,1634,1571,0.9614,JavaScript
soimort,you-get,https://github.com/soimort/you-get,56342,2012-08-20T15:53:36Z,4747,2025-08-19T13:00:56Z,0,123,582,0,0,0.0,Python
FiloSottile,mkcert,https://github.com/FiloSottile/mkcert,56147,2018-06-25T05:33:03Z,2612,2025-08-19T20:29:53Z,0,14,52,344,239,0.6948,Go
traefik,traefik,https://github.com/traefik/traefik,56138,2015-09-13T19:04:02Z,3628,2025-08-19T20:39:19Z,0,481,4697,6349,5707,0.8989,Go
git,git,https://github.com/git/git,56107,2008-07-23T14:21:26Z,6236,2025-08-19T21:05:50Z,0,0,3,0,0,0.0,C
PlexPt,awesome-chatgpt-prompts-zh,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,55995,2022-12-12T01:55:03Z,981,2025-08-19T17:00:23Z,0,0,33,96,58,0.6042,
gatsbyjs,gatsby,https://github.com/gatsbyjs/gatsby,55916,2015-05-21T22:43:05Z,3742,2025-08-19T20:40:07Z,0,149,18184,14119,13904,0.9848,JavaScript
commaai,openpilot,https://github.com/commaai/openpilot,55838,2016-11-24T01:33:30Z,3190,2025-08-19T20:27:35Z,0,57,11766,3057,2929,0.9581,Python
vllm-project,vllm,https://github.com/vllm-project/vllm,55732,2023-02-09T11:23:20Z,922,2025-08-19T21:06:54Z,0,72,8626,10259,8458,0.8244,Python
azl397985856,leetcode,https://github.com/azl397985856/leetcode,55572,2018-03-30T09:13:51Z,2699,2025-08-19T14:03:25Z,0,40,257,257,248,0.965,JavaScript
remix-run,react-router,https://github.com/remix-run/react-router,55389,2014-05-16T22:22:51Z,4112,2025-08-19T20:46:33Z,0,310,3182,8139,8041,0.988,TypeScript
topjohnwu,Magisk,https://github.com/topjohnwu/Magisk,55381,2016-09-08T12:42:53Z,3267,2025-08-19T19:41:09Z,0,151,1613,6263,6226,0.9941,Kotlin
ageitgey,face_recognition,https://github.com/ageitgey/face_recognition,55276,2017-03-03T21:52:39Z,3090,2025-08-19T17:11:22Z,0,2,94,1370,595,0.4343,Python
ultralytics,yolov5,https://github.com/ultralytics/yolov5,55045,2020-05-18T03:45:11Z,1919,2025-08-19T19:59:34Z,0,10,2206,9430,9173,0.9727,Python
CorentinJ,Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,54877,2019-05-26T08:56:15Z,2277,2025-08-19T20:03:01Z,0,0,48,1101,896,0.8138,Python
AntonOsika,gpt-engineer,https://github.com/AntonOsika/gpt-engineer,54740,2023-04-29T12:52:15Z,843,2025-08-19T19:59:39Z,0,20,350,501,470,0.9381,Python
minio,minio,https://github.com/minio/minio,54674,2015-01-14T19:23:58Z,3870,2025-08-19T20:18:44Z,0,519,9853,7807,7771,0.9954,Go
BurntSushi,ripgrep,https://github.com/BurntSushi/ripgrep,54580,2016-03-11T02:02:33Z,3448,2025-08-19T20:56:40Z,0,72,516,1709,1578,0.9233,Rust
deepfakes,faceswap,https://github.com/deepfakes/faceswap,54425,2017-12-19T09:44:13Z,2800,2025-08-19T18:05:02Z,0,4,357,881,847,0.9614,Python
toeverything,AFFiNE,https://github.com/toeverything/AFFiNE,54399,2022-07-31T18:45:21Z,1115,2025-08-19T20:27:52Z,0,570,8710,3010,2735,0.9086,TypeScript
ElemeFE,element,https://github.com/ElemeFE/element,54242,2016-09-03T06:19:26Z,3272,2025-08-19T11:18:23Z,0,145,3231,17863,15250,0.8537,Vue
pmndrs,zustand,https://github.com/pmndrs/zustand,54209,2019-04-09T09:10:06Z,2324,2025-08-19T20:50:38Z,0,97,805,690,688,0.9971,TypeScript
lencx,ChatGPT,https://github.com/lencx/ChatGPT,54030,2022-12-07T09:43:02Z,986,2025-08-19T20:57:39Z,0,34,123,1197,361,0.3016,Rust
sharkdp,bat,https://github.com/sharkdp/bat,54005,2018-04-21T10:52:23Z,2677,2025-08-19T20:29:01Z,0,41,1463,1516,1189,0.7843,Rust
golang-standards,project-layout,https://github.com/golang-standards/project-layout,53521,2017-09-09T16:33:26Z,2901,2025-08-19T20:40:25Z,0,0,90,112,44,0.3929,Makefile
wasabeef,awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,53406,2014-12-24T01:45:03Z,3891,2025-08-19T16:35:45Z,0,0,90,114,94,0.8246,
Textualize,rich,https://github.com/Textualize/rich,53369,2019-11-10T15:28:09Z,2109,2025-08-19T20:59:38Z,0,170,836,1430,1223,0.8552,Python
necolas,normalize.css,https://github.com/necolas/normalize.css,53357,2011-05-04T10:20:25Z,5221,2025-08-19T20:00:17Z,0,0,56,517,461,0.8917,CSS
Z4nzu,hackingtool,https://github.com/Z4nzu/hackingtool,53310,2020-04-11T09:21:31Z,1956,2025-08-19T20:03:00Z,0,0,56,373,321,0.8606,Python
psf,requests,https://github.com/psf/requests,53185,2011-02-13T18:38:17Z,5301,2025-08-19T18:26:05Z,0,14,1591,4059,3860,0.951,Python
maybe-finance,maybe,https://github.com/maybe-finance/maybe,53111,2024-01-01T22:23:46Z,595,2025-08-19T21:03:06Z,0,28,1073,0,0,0.0,Ruby
pi-hole,pi-hole,https://github.com/pi-hole/pi-hole,52992,2014-06-08T15:02:55Z,4090,2025-08-19T20:09:00Z,0,118,2106,3080,3043,0.988,Shell
withastro,astro,https://github.com/withastro/astro,52917,2021-03-15T17:19:47Z,1618,2025-08-19T19:36:49Z,0,1000,7322,5561,5408,0.9725,TypeScript
meilisearch,meilisearch,https://github.com/meilisearch/meilisearch,52814,2018-04-23T11:45:28Z,2675,2025-08-19T20:54:21Z,0,266,2147,2305,2095,0.9089,Rust
PaddlePaddle,PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,52775,2020-05-08T10:38:16Z,1929,2025-08-19T20:16:41Z,0,23,2934,9882,9744,0.986,Python
FFmpeg,FFmpeg,https://github.com/FFmpeg/FFmpeg,52365,2011-04-14T14:12:38Z,5241,2025-08-19T21:06:08Z,0,0,16,0,0,0.0,C
appwrite,appwrite,https://github.com/appwrite/appwrite,52345,2019-04-08T16:36:25Z,2325,2025-08-19T20:40:40Z,0,112,3833,4085,3461,0.8472,TypeScript
rclone,rclone,https://github.com/rclone/rclone,52143,2014-03-16T16:19:57Z,4174,2025-08-19T19:30:23Z,0,114,2113,5787,4813,0.8317,Go
rust-unofficial,awesome-rust,https://github.com/rust-unofficial/awesome-rust,52126,2014-07-17T10:45:10Z,4051,2025-08-19T19:39:14Z,0,0,1568,142,132,0.9296,Rust
tiimgreen,github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,52079,2014-04-12T16:38:42Z,4147,2025-08-19T18:00:55Z,0,0,129,71,48,0.6761,
ionic-team,ionic-framework,https://github.com/ionic-team/ionic-framework,51994,2013-08-20T23:06:02Z,4381,2025-08-19T20:01:47Z,0,913,6298,22053,21481,0.9741,TypeScript
google,material-design-icons,https://github.com/google/material-design-icons,51980,2014-10-08T18:01:28Z,3968,2025-08-19T20:01:57Z,0,16,50,1529,1159,0.758,
wagoodman,dive,https://github.com/wagoodman/dive,51751,2018-05-13T15:44:01Z,2655,2025-08-19T20:36:47Z,0,28,164,359,202,0.5627,Go
mozilla,pdf.js,https://github.com/mozilla/pdf.js,51625,2011-04-26T06:32:03Z,5229,2025-08-19T20:01:59Z,0,76,8089,10276,9873,0.9608,JavaScript
facebookresearch,segment-anything,https://github.com/facebookresearch/segment-anything,51583,2023-03-23T17:03:03Z,880,2025-08-19T20:08:09Z,0,0,15,703,178,0.2532,Jupyter Notebook
vuejs,core,https://github.com/vuejs/core,51345,2018-06-12T13:49:36Z,2625,2025-08-19T20:15:14Z,0,245,3206,5770,5093,0.8827,TypeScript
sickcodes,Docker-OSX,https://github.com/sickcodes/Docker-OSX,51206,2020-06-04T11:01:37Z,1902,2025-08-19T20:30:43Z,0,0,107,667,281,0.4213,Shell
unclecode,crawl4ai,https://github.com/unclecode/crawl4ai,51199,2024-05-09T09:48:50Z,467,2025-08-19T21:01:44Z,0,8,87,790,647,0.819,Python
Semantic-Org,Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,51190,2013-04-08T23:32:04Z,4515,2025-08-19T20:03:41Z,0,154,355,6235,5268,0.8449,JavaScript
JetBrains,kotlin,https://github.com/JetBrains/kotlin,51127,2012-02-13T17:29:58Z,4936,2025-08-19T19:15:46Z,0,266,2064,0,0,0.0,Kotlin
ngosang,trackerslist,https://github.com/ngosang/trackerslist,51041,2016-04-24T11:57:57Z,3404,2025-08-19T20:04:55Z,0,0,1,485,479,0.9876,
google,guava,https://github.com/google/guava,51021,2014-05-29T16:23:17Z,4100,2025-08-19T20:04:58Z,0,56,1013,3620,2992,0.8265,Java
marktext,marktext,https://github.com/marktext/marktext,50969,2017-11-12T16:05:25Z,2837,2025-08-19T20:14:40Z,0,36,939,2912,1637,0.5622,JavaScript
laurent22,joplin,https://github.com/laurent22/joplin,50888,2017-01-16T21:49:41Z,3136,2025-08-19T20:34:10Z,0,384,4387,7235,6697,0.9256,TypeScript
prettier,prettier,https://github.com/prettier/prettier,50847,2016-11-29T17:13:37Z,3185,2025-08-19T20:05:36Z,0,127,8872,6956,5736,0.8246,JavaScript
starship,starship,https://github.com/starship/starship,50619,2019-04-02T03:23:12Z,2331,2025-08-19T20:53:06Z,0,135,2898,2509,1772,0.7063,Rust
romkatv,powerlevel10k,https://github.com/romkatv/powerlevel10k,50568,2019-02-24T19:09:45Z,2368,2025-08-19T20:14:54Z,0,33,167,2572,2466,0.9588,Shell
OpenBB-finance,OpenBB,https://github.com/OpenBB-finance/OpenBB,50504,2020-12-20T10:46:38Z,1703,2025-08-19T20:57:51Z,0,46,4114,2245,2195,0.9777,Python
jekyll,jekyll,https://github.com/jekyll/jekyll,50485,2008-10-20T06:29:03Z,6147,2025-08-19T20:50:08Z,0,112,3188,4897,4781,0.9763,Ruby
xai-org,grok-1,https://github.com/xai-org/grok-1,50408,2024-03-17T08:53:38Z,520,2025-08-19T20:25:09Z,0,0,5,0,0,0.0,Python
TryGhost,Ghost,https://github.com/TryGhost/Ghost,50331,2013-05-04T11:09:13Z,4490,2025-08-19T20:05:48Z,0,902,14258,7127,7066,0.9914,JavaScript
DefinitelyTyped,DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,50214,2012-10-05T16:39:45Z,4701,2025-08-19T20:13:12Z,0,1,52097,8090,7523,0.9299,TypeScript
go-gitea,gitea,https://github.com/go-gitea/gitea,50211,2016-11-01T02:13:26Z,3213,2025-08-19T20:05:54Z,0,216,17771,14885,12295,0.826,Go
RVC-Boss,GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,50159,2024-01-14T18:05:21Z,583,2025-08-19T20:06:00Z,0,4,338,1890,1177,0.6228,Python
WerWolv,ImHex,https://github.com/WerWolv/ImHex,50140,2020-11-10T14:27:00Z,1743,2025-08-19T20:06:05Z,0,80,670,1416,1180,0.8333,C++
etcd-io,etcd,https://github.com/etcd-io/etcd,50089,2013-07-06T21:57:21Z,4426,2025-08-19T20:27:27Z,0,259,9780,6998,6817,0.9741,Go
pocketbase,pocketbase,https://github.com/pocketbase/pocketbase,49961,2022-07-05T06:06:21Z,1141,2025-08-19T17:45:37Z,0,220,53,1836,1818,0.9902,Go
firstcontributions,first-contributions,https://github.com/firstcontributions/first-contributions,49953,2016-09-20T14:35:09Z,3255,2025-08-19T21:07:40Z,0,0,86024,933,909,0.9743,
chinese-poetry,chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,49936,2016-09-02T03:32:25Z,3273,2025-08-19T19:24:35Z,0,1,137,211,92,0.436,JavaScript
jgthms,bulma,https://github.com/jgthms/bulma,49896,2016-01-23T23:48:34Z,3495,2025-08-19T09:50:29Z,0,22,642,2723,2395,0.8795,CSS
vsouza,awesome-ios,https://github.com/vsouza/awesome-ios,49667,2014-07-10T16:03:45Z,4058,2025-08-19T20:47:57Z,0,0,2233,488,486,0.9959,Swift
ethereum,go-ethereum,https://github.com/ethereum/go-ethereum,49562,2013-12-26T13:05:46Z,4254,2025-08-19T20:01:59Z,0,219,8240,8481,8277,0.9759,Go
cline,cline,https://github.com/cline/cline,49445,2024-07-06T07:28:10Z,409,2025-08-19T20:57:14Z,0,143,1622,2214,1738,0.785,TypeScript
firecrawl,firecrawl,https://github.com/firecrawl/firecrawl,49338,2024-04-15T21:02:29Z,491,2025-08-19T21:08:12Z,0,23,806,672,522,0.7768,TypeScript
poteto,hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,49139,2017-03-15T05:09:01Z,3079,2025-08-19T16:34:55Z,0,0,1300,0,0,0.0,JavaScript
FoundationAgents,OpenManus,https://github.com/FoundationAgents/OpenManus,49080,2025-03-06T14:08:14Z,166,2025-08-19T17:31:53Z,0,3,106,705,312,0.4426,Python
agalwood,Motrix,https://github.com/agalwood/Motrix,48894,2018-12-18T11:45:05Z,2436,2025-08-19T18:58:58Z,0,21,192,1340,593,0.4425,JavaScript
mastodon,mastodon,https://github.com/mastodon/mastodon,48882,2016-02-22T15:01:25Z,3466,2025-08-19T20:06:17Z,0,289,17691,12246,8223,0.6715,Ruby
microsoft,autogen,https://github.com/microsoft/autogen,48869,2023-08-18T11:43:45Z,732,2025-08-19T18:40:46Z,0,97,2498,2854,2462,0.8626,Python
cypress-io,cypress,https://github.com/cypress-io/cypress,48831,2015-03-04T00:46:28Z,3821,2025-08-19T21:05:59Z,0,372,7346,15058,13771,0.9145,TypeScript
justjavac,awesome-wechat-weapp,https://github.com/justjavac/awesome-wechat-weapp,48715,2016-09-22T20:04:48Z,3253,2025-08-19T15:38:56Z,0,0,277,0,0,0.0,
NARKOZ,hacker-scripts,https://github.com/NARKOZ/hacker-scripts,48642,2015-11-21T19:05:09Z,3559,2025-08-19T18:04:07Z,0,0,63,88,53,0.6023,JavaScript
Asabeneh,30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,48628,2019-11-19T17:24:16Z,2100,2025-08-19T20:29:42Z,0,0,61,134,79,0.5896,Python
AlistGo,alist,https://github.com/AlistGo/alist,48312,2020-12-23T17:40:29Z,1700,2025-08-19T20:13:03Z,0,137,860,4342,3793,0.8736,Go
ReactiveX,RxJava,https://github.com/ReactiveX/RxJava,48246,2013-01-08T20:11:48Z,4606,2025-08-19T15:11:46Z,0,241,3326,3171,3159,0.9962,Java
PowerShell,PowerShell,https://github.com/PowerShell/PowerShell,48222,2016-01-13T23:41:35Z,3505,2025-08-19T20:14:57Z,0,186,7544,13016,11910,0.915,C#
iamkun,dayjs,https://github.com/iamkun/dayjs,48146,2018-04-10T09:26:44Z,2688,2025-08-19T20:25:56Z,0,119,694,1771,849,0.4794,JavaScript
dani-garcia,vaultwarden,https://github.com/dani-garcia/vaultwarden,48124,2018-02-17T22:40:20Z,2739,2025-08-19T20:56:04Z,0,73,992,2362,2353,0.9962,Rust
Mintplex-Labs,anything-llm,https://github.com/Mintplex-Labs/anything-llm,48092,2023-06-04T02:29:14Z,807,2025-08-19T20:07:04Z,0,20,1072,2746,2489,0.9064,JavaScript
moment,moment,https://github.com/moment/moment,48087,2011-03-01T02:46:06Z,5285,2025-08-19T20:07:17Z,0,0,714,4154,3911,0.9415,JavaScript
Avik-Jain,100-Days-Of-ML-Code,https://github.com/Avik-Jain/100-Days-Of-ML-Code,48010,2018-07-05T09:11:43Z,2602,2025-08-19T20:57:22Z,0,0,6,0,0,0.0,
charlax,professional-programming,https://github.com/charlax/professional-programming,47936,2015-11-07T05:07:52Z,3573,2025-08-19T21:02:47Z,0,0,39,29,29,1.0,Python
algorithm-visualizer,algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,47641,2016-05-15T00:27:45Z,3383,2025-08-19T20:07:38Z,0,0,183,117,76,0.6496,JavaScript
JuliaLang,julia,https://github.com/JuliaLang/julia,47511,2011-04-21T07:01:50Z,5234,2025-08-19T19:47:41Z,0,181,25802,25353,21377,0.8432,Julia
TapXWorld,ChinaTextbook,https://github.com/TapXWorld/ChinaTextbook,47420,2020-01-05T04:11:06Z,2053,2025-08-19T20:37:53Z,0,0,1,112,53,0.4732,Roff
minimaxir,big-list-of-naughty-strings,https://github.com/minimaxir/big-list-of-naughty-strings,47384,2015-08-08T20:57:20Z,3664,2025-08-19T20:07:51Z,0,0,90,101,32,0.3168,Python
huginn,huginn,https://github.com/huginn/huginn,47089,2013-03-10T06:00:31Z,4545,2025-08-19T20:09:09Z,0,1,1043,2170,1569,0.723,Ruby
nlohmann,json,https://github.com/nlohmann/json,46893,2013-07-04T08:47:49Z,4429,2025-08-19T19:48:44Z,0,45,894,2337,2297,0.9829,C++
serverless,serverless,https://github.com/serverless/serverless,46831,2015-04-21T03:48:40Z,3773,2025-08-19T20:07:54Z,0,453,4717,6516,5383,0.8261,JavaScript
LadybirdBrowser,ladybird,https://github.com/LadybirdBrowser/ladybird,46812,2024-05-30T09:18:10Z,446,2025-08-19T20:31:54Z,0,0,4213,1127,631,0.5599,C++
gogs,gogs,https://github.com/gogs/gogs,46787,2014-02-12T01:57:08Z,4206,2025-08-19T15:08:19Z,0,84,1766,5158,4223,0.8187,Go
karan,Projects,https://github.com/karan/Projects,46748,2013-07-04T13:37:27Z,4429,2025-08-19T19:28:22Z,0,0,19,82,35,0.4268,
kamranahmedse,design-patterns-for-humans,https://github.com/kamranahmedse/design-patterns-for-humans,46744,2017-02-16T21:24:39Z,3105,2025-08-19T15:34:36Z,0,0,50,52,47,0.9038,
x64dbg,x64dbg,https://github.com/x64dbg/x64dbg,46711,2015-04-11T20:48:23Z,3783,2025-08-19T19:36:55Z,0,3,744,2628,2023,0.7698,C++
square,okhttp,https://github.com/square/okhttp,46601,2012-07-23T13:42:55Z,4775,2025-08-19T12:08:41Z,0,0,3762,4181,4132,0.9883,Kotlin
typescript-cheatsheets,react,https://github.com/typescript-cheatsheets/react,46552,2018-06-02T04:08:16Z,2635,2025-08-19T20:57:02Z,0,0,369,221,219,0.991,JavaScript
pandas-dev,pandas,https://github.com/pandas-dev/pandas,46338,2010-08-24T01:37:33Z,5474,2025-08-19T20:59:43Z,0,111,26909,27660,24076,0.8704,Python
TanStack,query,https://github.com/TanStack/query,46313,2019-09-10T19:23:58Z,2170,2025-08-19T17:07:23Z,0,1000,2893,2165,2102,0.9709,TypeScript
v2ray,v2ray-core,https://github.com/v2ray/v2ray-core,46291,2015-09-04T11:42:53Z,3637,2025-08-19T13:54:22Z,0,247,203,2591,2583,0.9969,Go
type-challenges,type-challenges,https://github.com/type-challenges/type-challenges,46287,2020-07-23T14:33:11Z,1853,2025-08-19T18:02:49Z,0,0,588,36235,3842,0.106,TypeScript
hashicorp,terraform,https://github.com/hashicorp/terraform,46187,2014-03-13T22:25:48Z,4176,2025-08-19T19:36:55Z,0,377,12782,21408,19672,0.9189,Go
dkhamsing,open-source-ios-apps,https://github.com/dkhamsing/open-source-ios-apps,46151,2015-01-26T23:32:34Z,3857,2025-08-19T19:19:00Z,0,37,1406,310,310,1.0,
ziishaned,learn-regex,https://github.com/ziishaned/learn-regex,46063,2017-07-22T12:21:03Z,2950,2025-08-19T20:08:30Z,0,0,131,87,35,0.4023,
lllyasviel,Fooocus,https://github.com/lllyasviel/Fooocus,46035,2023-08-09T18:43:40Z,741,2025-08-19T17:34:24Z,0,21,447,1611,1399,0.8684,Python
slab,quill,https://github.com/slab/quill,45960,2012-07-30T23:23:18Z,4767,2025-08-19T15:47:57Z,0,95,381,3774,3267,0.8657,TypeScript
lyswhut,lx-music-desktop,https://github.com/lyswhut/lx-music-desktop,45784,2019-08-14T14:31:08Z,2197,2025-08-19T15:08:18Z,0,110,86,2189,1236,0.5646,TypeScript
bigskysoftware,htmx,https://github.com/bigskysoftware/htmx,45713,2020-04-13T16:17:51Z,1954,2025-08-19T19:30:46Z,0,26,956,1571,1005,0.6397,JavaScript
jesseduffield,lazydocker,https://github.com/jesseduffield/lazydocker,45679,2019-05-18T08:53:50Z,2285,2025-08-19T19:04:50Z,0,42,186,361,190,0.5263,Go
pixijs,pixijs,https://github.com/pixijs/pixijs,45579,2013-01-21T22:40:50Z,4592,2025-08-19T20:09:27Z,0,293,3677,5981,5742,0.96,TypeScript
kelseyhightower,kubernetes-the-hard-way,https://github.com/kelseyhightower/kubernetes-the-hard-way,45476,2016-07-07T14:15:27Z,3330,2025-08-19T16:46:35Z,0,0,73,428,415,0.9696,
android,architecture-samples,https://github.com/android/architecture-samples,45249,2016-02-05T13:42:07Z,3483,2025-08-19T20:19:36Z,0,0,232,486,348,0.716,Kotlin
jakevdp,PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,45244,2016-08-10T14:24:36Z,3296,2025-08-19T21:04:42Z,0,0,28,203,78,0.3842,Jupyter Notebook
brillout,awesome-react-components,https://github.com/brillout/awesome-react-components,45235,2016-06-24T15:19:33Z,3343,2025-08-19T20:54:45Z,0,0,324,52,44,0.8462,
skylot,jadx,https://github.com/skylot/jadx,45155,2013-03-18T17:08:21Z,4537,2025-08-19T19:23:54Z,0,31,577,1918,1527,0.7961,Java
odoo,odoo,https://github.com/odoo/odoo,45110,2014-05-13T15:38:58Z,4116,2025-08-19T21:06:21Z,0,0,6181,18395,15107,0.8213,Python
jestjs,jest,https://github.com/jestjs/jest,44974,2013-12-10T00:18:04Z,4270,2025-08-19T20:10:30Z,0,208,5701,8116,7862,0.9687,TypeScript
typst,typst,https://github.com/typst/typst,44965,2019-09-24T21:41:56Z,2155,2025-08-19T17:25:28Z,0,22,1816,3472,2566,0.7391,Rust
Asabeneh,30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,44952,2019-12-23T14:07:40Z,2066,2025-08-19T20:26:32Z,0,0,98,174,59,0.3391,JavaScript
ColorlibHQ,AdminLTE,https://github.com/ColorlibHQ/AdminLTE,44926,2013-12-25T02:52:40Z,4255,2025-08-19T20:10:37Z,0,77,1545,2887,2746,0.9512,CSS
serhii-londar,open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,44892,2017-11-03T02:35:33Z,2846,2025-08-19T16:35:57Z,0,0,525,211,161,0.763,
dbeaver,dbeaver,https://github.com/dbeaver/dbeaver,44883,2015-10-21T08:26:28Z,3590,2025-08-19T20:58:27Z,0,230,6087,19345,16311,0.8432,Java
discourse,discourse,https://github.com/discourse/discourse,44845,2013-01-12T00:25:55Z,4602,2025-08-19T20:14:35Z,0,0,30014,0,0,0.0,Ruby
akullpp,awesome-java,https://github.com/akullpp/awesome-java,44751,2014-07-09T10:12:43Z,4059,2025-08-19T17:11:36Z,0,0,715,136,136,1.0,
oobabooga,text-generation-webui,https://github.com/oobabooga/text-generation-webui,44737,2022-12-21T04:17:37Z,972,2025-08-19T20:17:20Z,0,80,1183,4002,1429,0.3571,Python
meteor,meteor,https://github.com/meteor/meteor,44680,2012-01-19T01:58:17Z,4961,2025-08-19T19:12:34Z,0,0,2534,9205,8947,0.972,JavaScript
dypsilon,frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,44616,2013-06-22T13:23:55Z,4441,2025-08-19T20:48:14Z,0,1,129,107,82,0.7664,
Homebrew,brew,https://github.com/Homebrew/brew,44569,2016-03-06T05:08:38Z,3453,2025-08-19T19:15:51Z,0,441,12988,4794,4778,0.9967,Ruby
ultralytics,ultralytics,https://github.com/ultralytics/ultralytics,44557,2022-09-11T16:39:45Z,1073,2025-08-19T20:57:24Z,0,255,3501,11645,11398,0.9788,Python
