owner,name,url,stars,createdAt,idade_dias,updatedAt,dias_desde_ultima_atualizacao,releases,prsMerged,issuesTotal,issuesClosed,closedRatio,primaryLanguage
pnpm,pnpm,https://github.com/pnpm/pnpm,32403,2016-01-28T07:40:43Z,3491,2025-08-19T19:35:22Z,0,1000,2673,4885,3015,0.6172,TypeScript
certbot,certbot,https://github.com/certbot/certbot,32402,2014-11-12T02:52:20Z,3933,2025-08-19T20:31:23Z,0,62,4003,5464,5338,0.9769,Python
pbatard,rufus,https://github.com/pbatard/rufus,32336,2011-11-19T19:12:05Z,5022,2025-08-19T17:00:29Z,0,84,1,2511,2503,0.9968,C
ibraheemdev,modern-unix,https://github.com/ibraheemdev/modern-unix,32306,2021-01-12T00:50:14Z,1680,2025-08-19T15:47:39Z,0,0,15,83,30,0.3614,
drawdb-io,drawdb,https://github.com/drawdb-io/drawdb,32294,2023-07-16T17:09:20Z,765,2025-08-19T18:15:54Z,0,0,232,240,157,0.6542,JavaScript
google,material-design-lite,https://github.com/google/material-design-lite,32267,2015-01-14T22:01:33Z,3869,2025-08-19T17:06:58Z,0,14,655,2195,1813,0.826,HTML
pcottle,learnGitBranching,https://github.com/pcottle/learnGitBranching,32259,2012-08-13T22:36:09Z,4753,2025-08-19T15:47:58Z,0,0,604,516,467,0.905,JavaScript
refinedev,refine,https://github.com/refinedev/refine,32249,2021-01-20T12:01:32Z,1672,2025-08-19T19:42:35Z,0,1000,4423,1653,1622,0.9812,TypeScript
gchq,CyberChef,https://github.com/gchq/CyberChef,32219,2016-11-28T10:34:07Z,3186,2025-08-19T20:31:31Z,0,447,510,1056,626,0.5928,JavaScript
beego,beego,https://github.com/beego/beego,32212,2012-02-29T02:32:08Z,4920,2025-08-19T17:11:16Z,0,42,1325,3374,3366,0.9976,Go
SerenityOS,serenity,https://github.com/SerenityOS/serenity,32210,2018-12-02T19:28:41Z,2452,2025-08-19T18:22:04Z,0,0,19524,4248,3522,0.8291,C++
explosion,spaCy,https://github.com/explosion/spaCy,32206,2014-07-03T15:15:40Z,4065,2025-08-19T17:08:59Z,0,129,3590,5716,5550,0.971,Python
xinntao,Real-ESRGAN,https://github.com/xinntao/Real-ESRGAN,32180,2021-07-19T03:23:30Z,1492,2025-08-19T20:01:40Z,0,10,21,725,171,0.2359,Python
CorentinTh,it-tools,https://github.com/CorentinTh/it-tools,32161,2020-04-05T11:50:24Z,1962,2025-08-19T19:26:15Z,0,10,491,617,199,0.3225,Vue
lizongying,my-tv,https://github.com/lizongying/my-tv,32150,2023-12-04T12:18:39Z,624,2025-08-19T15:07:40Z,0,72,11,919,774,0.8422,C
mckaywrigley,chatbot-ui,https://github.com/mckaywrigley/chatbot-ui,32102,2023-03-11T14:53:14Z,892,2025-08-19T20:30:35Z,0,0,280,993,817,0.8228,TypeScript
directus,directus,https://github.com/directus/directus,32099,2012-12-12T01:35:36Z,4633,2025-08-19T20:31:37Z,0,342,8081,9353,9052,0.9678,TypeScript
The-Run-Philosophy-Organization,run,https://github.com/The-Run-Philosophy-Organization/run,32096,2022-04-10T05:42:40Z,1227,2025-08-19T17:14:41Z,0,0,171,256,214,0.8359,
duckdb,duckdb,https://github.com/duckdb/duckdb,32088,2018-06-26T15:04:45Z,2611,2025-08-19T21:02:04Z,0,51,8185,6116,5657,0.925,C++
ueberdosis,tiptap,https://github.com/ueberdosis/tiptap,32074,2018-08-20T19:58:58Z,2556,2025-08-19T17:00:39Z,0,896,1247,3230,2533,0.7842,TypeScript
TabbyML,tabby,https://github.com/TabbyML/tabby,31979,2023-03-16T09:18:01Z,887,2025-08-19T20:43:13Z,0,241,2969,937,733,0.7823,Rust
agno-agi,agno,https://github.com/agno-agi/agno,31973,2022-05-04T15:23:02Z,1203,2025-08-19T21:02:14Z,0,85,1729,1261,1131,0.8969,Python
alibaba,nacos,https://github.com/alibaba/nacos,31944,2018-06-15T06:49:27Z,2622,2025-08-19T15:04:59Z,0,83,3152,9152,8896,0.972,Java
Chanzhaoyu,chatgpt-web,https://github.com/Chanzhaoyu/chatgpt-web,31941,2023-02-09T03:21:37Z,922,2025-08-19T15:09:31Z,0,43,159,1747,1747,1.0,Vue
balena-io,etcher,https://github.com/balena-io/etcher,31939,2015-10-27T16:53:23Z,3584,2025-08-19T15:51:20Z,0,289,1731,2379,1822,0.7659,TypeScript
yewstack,yew,https://github.com/yewstack/yew,31873,2017-12-16T14:19:02Z,2803,2025-08-19T19:57:08Z,0,35,1797,1255,1143,0.9108,Rust
pathwaycom,pathway,https://github.com/pathwaycom/pathway,31864,2022-11-27T13:01:14Z,996,2025-08-19T19:20:48Z,0,75,5,97,53,0.5464,Python
vercel,swr,https://github.com/vercel/swr,31828,2019-10-28T18:16:01Z,2122,2025-08-19T20:31:49Z,0,123,795,958,817,0.8528,TypeScript
ziadoz,awesome-php,https://github.com/ziadoz/awesome-php,31823,2013-11-26T03:14:19Z,4284,2025-08-19T11:55:41Z,0,0,453,153,152,0.9935,
Trinea,android-open-project,https://github.com/Trinea/android-open-project,31779,2014-01-05T15:20:15Z,4244,2025-08-19T07:20:33Z,0,0,204,86,75,0.8721,
chatanywhere,GPT_API_free,https://github.com/chatanywhere/GPT_API_free,31777,2023-04-23T12:42:08Z,849,2025-08-19T17:11:23Z,0,0,1,377,353,0.9363,Python
CherryHQ,cherry-studio,https://github.com/CherryHQ/cherry-studio,31768,2024-05-24T01:56:26Z,452,2025-08-19T20:06:53Z,0,190,1899,6263,5746,0.9175,TypeScript
shardeum,shardeum,https://github.com/shardeum/shardeum,31768,2024-04-16T22:37:25Z,489,2025-08-19T19:32:44Z,0,0,325,38,33,0.8684,TypeScript
binarywang,WxJava,https://github.com/binarywang/WxJava,31767,2016-01-06T08:24:05Z,3513,2025-08-19T15:44:42Z,0,30,1053,2371,2307,0.973,Java
v2fly,v2ray-core,https://github.com/v2fly/v2ray-core,31767,2019-04-15T10:05:54Z,2318,2025-08-19T21:01:04Z,0,111,909,1040,1002,0.9635,Go
facebookresearch,fairseq,https://github.com/facebookresearch/fairseq,31726,2017-08-29T16:26:12Z,2912,2025-08-19T17:09:05Z,0,16,234,4247,3056,0.7196,Python
mpv-player,mpv,https://github.com/mpv-player/mpv,31721,2012-10-13T08:08:44Z,4693,2025-08-19T20:20:51Z,0,87,3499,10540,9639,0.9145,C
vnpy,vnpy,https://github.com/vnpy/vnpy,31667,2015-03-02T03:36:58Z,3823,2025-08-19T19:47:35Z,0,64,1055,2127,2109,0.9915,Python
hasura,graphql-engine,https://github.com/hasura/graphql-engine,31658,2018-06-18T07:57:36Z,2619,2025-08-19T21:07:18Z,0,294,2110,6381,4147,0.6499,TypeScript
yunjey,pytorch-tutorial,https://github.com/yunjey/pytorch-tutorial,31635,2017-03-10T07:41:47Z,3084,2025-08-19T17:49:41Z,0,0,28,180,114,0.6333,Python
zeromicro,go-zero,https://github.com/zeromicro/go-zero,31629,2020-08-07T15:37:57Z,1838,2025-08-19T16:16:25Z,0,140,2319,1863,1641,0.8808,Go
open-mmlab,mmdetection,https://github.com/open-mmlab/mmdetection,31583,2018-08-22T07:06:06Z,2554,2025-08-19T10:06:23Z,0,53,2359,8497,6745,0.7938,Python
mouredev,Hello-Python,https://github.com/mouredev/Hello-Python,31557,2022-08-03T17:14:53Z,1112,2025-08-19T17:52:14Z,0,0,0,304,286,0.9408,Python
RVC-Project,Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,31546,2023-03-27T09:59:10Z,876,2025-08-19T19:29:27Z,0,7,475,1914,1297,0.6776,Python
floating-ui,floating-ui,https://github.com/floating-ui/floating-ui,31544,2016-03-29T17:00:47Z,3430,2025-08-19T20:49:08Z,0,493,1188,1455,1428,0.9814,TypeScript
remix-run,remix,https://github.com/remix-run/remix,31529,2020-10-26T19:57:28Z,1758,2025-08-19T20:05:18Z,0,175,3441,2606,2602,0.9985,TypeScript
qier222,YesPlayMusic,https://github.com/qier222/YesPlayMusic,31519,2020-10-09T10:04:21Z,1775,2025-08-19T16:56:31Z,0,31,288,1799,1191,0.662,Vue
niklasvh,html2canvas,https://github.com/niklasvh/html2canvas,31476,2011-07-16T01:05:58Z,5148,2025-08-19T20:31:52Z,0,45,186,2619,1660,0.6338,TypeScript
RSSNext,Folo,https://github.com/RSSNext/Folo,31473,2024-04-08T03:23:35Z,498,2025-08-19T17:42:18Z,0,70,1253,2242,2044,0.9117,TypeScript
kuchin,awesome-cto,https://github.com/kuchin/awesome-cto,31461,2016-12-16T19:22:18Z,3168,2025-08-19T16:51:19Z,0,0,18,11,11,1.0,
amix,vimrc,https://github.com/amix/vimrc,31440,2012-05-29T16:19:29Z,4830,2025-08-19T20:40:21Z,0,0,107,522,510,0.977,Vim Script
labstack,echo,https://github.com/labstack/echo,31422,2015-03-01T17:43:01Z,3824,2025-08-19T20:31:56Z,0,109,592,1465,1392,0.9502,Go
ReactiveX,rxjs,https://github.com/ReactiveX/rxjs,31412,2015-03-15T06:17:10Z,3810,2025-08-19T11:43:12Z,0,2,2588,3161,2941,0.9304,TypeScript
airbnb,lottie-web,https://github.com/airbnb/lottie-web,31354,2015-02-20T21:02:59Z,3833,2025-08-19T20:32:05Z,0,0,136,2894,2125,0.7343,JavaScript
microsoft,MS-DOS,https://github.com/microsoft/MS-DOS,31347,2018-06-25T18:26:02Z,2612,2025-08-19T15:24:52Z,0,0,37,0,0,0.0,Assembly
servo,servo,https://github.com/servo/servo,31311,2012-02-08T19:07:25Z,4941,2025-08-19T20:06:13Z,0,0,20469,13988,10985,0.7853,HTML
IceWhaleTech,CasaOS,https://github.com/IceWhaleTech/CasaOS,31307,2021-09-26T02:33:09Z,1423,2025-08-19T19:48:43Z,0,97,274,1552,879,0.5664,Go
lutzroeder,netron,https://github.com/lutzroeder/netron,31216,2010-12-26T12:53:43Z,5350,2025-08-19T20:32:08Z,0,2,1,1222,1201,0.9828,JavaScript
cockroachdb,cockroach,https://github.com/cockroachdb/cockroach,31191,2014-02-06T00:18:47Z,4212,2025-08-19T20:44:49Z,0,0,67599,75585,69129,0.9146,Go
backstage,backstage,https://github.com/backstage/backstage,31155,2020-01-24T22:39:49Z,2033,2025-08-19T19:52:40Z,0,440,18946,7045,6687,0.9492,TypeScript
xyflow,xyflow,https://github.com/xyflow/xyflow,31149,2019-07-15T14:47:30Z,2227,2025-08-19T20:32:17Z,0,347,1400,2268,2183,0.9625,TypeScript
mli,paper-reading,https://github.com/mli/paper-reading,31100,2021-10-22T06:34:51Z,1397,2025-08-19T14:26:42Z,0,0,15,0,0,0.0,
cursor,cursor,https://github.com/cursor/cursor,31096,2023-03-12T00:19:42Z,891,2025-08-19T15:58:38Z,0,0,46,3230,1212,0.3752,
mqyqingfeng,Blog,https://github.com/mqyqingfeng/Blog,31046,2017-03-13T10:04:33Z,3081,2025-08-18T15:32:37Z,1,0,3,361,100,0.277,
ianstormtaylor,slate,https://github.com/ianstormtaylor/slate,31036,2016-06-18T01:52:42Z,3349,2025-08-19T17:00:34Z,0,203,1938,3195,2528,0.7912,TypeScript
google-ai-edge,mediapipe,https://github.com/google-ai-edge/mediapipe,31033,2019-06-13T19:16:41Z,2259,2025-08-19T17:36:46Z,0,63,201,5468,5028,0.9195,C++
dokku,dokku,https://github.com/dokku/dokku,31023,2013-06-08T10:26:57Z,4455,2025-08-19T20:38:33Z,0,300,4154,2797,2753,0.9843,Shell
lovell,sharp,https://github.com/lovell/sharp,31001,2013-08-19T20:24:24Z,4383,2025-08-19T20:32:51Z,0,99,301,3980,3864,0.9709,JavaScript
0xAX,linux-insides,https://github.com/0xAX/linux-insides,30977,2015-01-03T18:44:57Z,3881,2025-08-19T21:03:12Z,0,0,579,189,153,0.8095,Python
OpenCut-app,OpenCut,https://github.com/OpenCut-app/OpenCut,30972,2025-06-22T08:02:17Z,58,2025-08-19T20:52:54Z,0,0,177,180,70,0.3889,TypeScript
mathiasbynens,dotfiles,https://github.com/mathiasbynens/dotfiles,30945,2011-09-05T18:07:54Z,5097,2025-08-19T19:26:54Z,0,0,44,392,254,0.648,Shell
coolsnowwolf,lede,https://github.com/coolsnowwolf/lede,30918,2017-09-06T07:39:03Z,2904,2025-08-19T20:17:22Z,0,6,2020,9146,8379,0.9161,C
blueimp,jQuery-File-Upload,https://github.com/blueimp/jQuery-File-Upload,30893,2010-12-01T15:35:32Z,5375,2025-08-16T14:18:46Z,3,0,119,3307,3258,0.9852,PHP
MonitorControl,MonitorControl,https://github.com/MonitorControl/MonitorControl,30892,2017-09-16T21:13:40Z,2893,2025-08-19T21:08:14Z,0,26,216,982,968,0.9857,Swift
schollz,croc,https://github.com/schollz/croc,30867,2017-10-17T15:20:18Z,2863,2025-08-19T14:27:14Z,0,175,236,540,530,0.9815,Go
ocrmypdf,OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,30860,2013-12-20T08:26:28Z,4260,2025-08-19T20:01:06Z,0,41,153,1268,1137,0.8967,Python
filebrowser,filebrowser,https://github.com/filebrowser/filebrowser,30847,2015-09-11T21:21:58Z,3629,2025-08-19T19:44:42Z,0,97,606,2746,2726,0.9927,Go
kubernetes,minikube,https://github.com/kubernetes/minikube,30836,2016-04-15T22:38:35Z,3412,2025-08-19T20:33:02Z,0,151,8773,10112,9604,0.9498,Go
1Panel-dev,1Panel,https://github.com/1Panel-dev/1Panel,30804,2022-07-19T15:44:52Z,1127,2025-08-19T19:26:34Z,0,96,3803,5375,4740,0.8819,Go
vadimdemedes,ink,https://github.com/vadimdemedes/ink,30788,2017-06-12T06:12:28Z,2990,2025-08-19T19:11:17Z,0,62,233,375,302,0.8053,TypeScript
derailed,k9s,https://github.com/derailed/k9s,30759,2019-01-25T18:46:02Z,2398,2025-08-19T18:11:18Z,0,248,830,2137,1725,0.8072,Go
khoj-ai,khoj,https://github.com/khoj-ai/khoj,30751,2021-08-16T01:48:44Z,1464,2025-08-19T18:06:38Z,0,158,474,552,475,0.8605,Python
paperless-ngx,paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,30732,2022-02-12T21:56:52Z,1283,2025-08-19T20:53:23Z,0,122,2560,2098,2098,1.0,Python
alibaba,p3c,https://github.com/alibaba/p3c,30723,2017-06-23T06:15:51Z,2979,2025-08-19T14:08:59Z,0,0,62,858,697,0.8124,Kotlin
XTLS,Xray-core,https://github.com/XTLS/Xray-core,30720,2020-11-09T11:23:10Z,1744,2025-08-19T20:17:13Z,0,90,1013,2553,2543,0.9961,Go
apache,kafka,https://github.com/apache/kafka,30700,2011-08-15T18:06:16Z,5118,2025-08-19T20:34:30Z,0,0,11801,0,0,0.0,Java
codex-team,editor.js,https://github.com/codex-team/editor.js,30696,2015-11-28T20:56:35Z,3552,2025-08-19T20:34:34Z,0,102,863,1520,921,0.6059,TypeScript
fish-shell,fish-shell,https://github.com/fish-shell/fish-shell,30689,2012-05-10T03:00:55Z,4849,2025-08-19T19:53:48Z,0,48,2143,7660,7183,0.9377,Rust
donnemartin,interactive-coding-challenges,https://github.com/donnemartin/interactive-coding-challenges,30676,2015-04-28T21:36:39Z,3765,2025-08-19T20:45:43Z,0,0,176,69,32,0.4638,Python
SortableJS,Sortable,https://github.com/SortableJS/Sortable,30646,2013-12-19T10:10:13Z,4261,2025-08-19T20:34:38Z,0,30,248,1817,1344,0.7397,JavaScript
awesome-foss,awesome-sysadmin,https://github.com/awesome-foss/awesome-sysadmin,30635,2014-12-23T08:41:22Z,3892,2025-08-19T20:23:54Z,0,0,329,102,88,0.8627,
juanfont,headscale,https://github.com/juanfont/headscale,30574,2020-06-21T09:21:05Z,1885,2025-08-19T21:04:55Z,0,124,1053,1091,996,0.9129,Go
ityouknow,spring-boot-examples,https://github.com/ityouknow/spring-boot-examples,30572,2016-11-05T05:32:33Z,3209,2025-08-19T14:46:11Z,0,0,7,109,99,0.9083,Java
Textualize,textual,https://github.com/Textualize/textual,30569,2021-04-08T15:24:47Z,1594,2025-08-19T19:39:54Z,0,185,2176,2258,2074,0.9185,Python
google,comprehensive-rust,https://github.com/google/comprehensive-rust,30557,2022-12-21T15:17:24Z,972,2025-08-19T15:21:29Z,0,0,2172,345,234,0.6783,Rust
microsoft,calculator,https://github.com/microsoft/calculator,30544,2019-01-28T17:55:49Z,2395,2025-08-19T14:36:31Z,0,0,897,1113,717,0.6442,C++
k3s-io,k3s,https://github.com/k3s-io/k3s,30543,2018-05-31T01:37:46Z,2637,2025-08-19T21:05:41Z,0,885,4067,6933,6807,0.9818,Go
anthropics,claude-code,https://github.com/anthropics/claude-code,30519,2025-02-22T17:41:21Z,178,2025-08-19T20:58:34Z,0,0,58,5971,3091,0.5177,TypeScript
utmapp,UTM,https://github.com/utmapp/UTM,30507,2019-04-12T16:09:24Z,2321,2025-08-19T21:09:19Z,0,122,266,3417,2537,0.7425,Swift
symfony,symfony,https://github.com/symfony/symfony,30502,2010-01-04T14:21:21Z,5706,2025-08-19T20:44:39Z,0,555,24265,21229,20668,0.9736,PHP
nextcloud,server,https://github.com/nextcloud/server,30501,2016-06-02T07:44:14Z,3365,2025-08-19T20:34:52Z,0,349,28138,20197,17936,0.8881,PHP
influxdata,influxdb,https://github.com/influxdata/influxdb,30495,2013-09-26T14:31:10Z,4345,2025-08-19T20:34:55Z,0,93,10594,14009,11954,0.8533,Rust
parallax,jsPDF,https://github.com/parallax/jsPDF,30486,2009-12-06T14:56:32Z,5735,2025-08-19T19:22:41Z,0,35,717,2559,2444,0.9551,JavaScript
microsoft,Data-Science-For-Beginners,https://github.com/microsoft/Data-Science-For-Beginners,30385,2021-03-03T16:30:15Z,1630,2025-08-19T20:29:22Z,0,0,308,119,95,0.7983,Jupyter Notebook
huggingface,diffusers,https://github.com/huggingface/diffusers,30364,2022-05-30T16:04:02Z,1177,2025-08-19T20:23:03Z,0,85,4993,4969,4411,0.8877,Python
ascoders,weekly,https://github.com/ascoders/weekly,30363,2017-03-20T06:10:04Z,3074,2025-08-19T19:45:01Z,0,193,136,366,363,0.9918,JavaScript
webtorrent,webtorrent,https://github.com/webtorrent/webtorrent,30354,2013-10-15T08:16:40Z,4326,2025-08-19T17:30:49Z,0,228,963,1663,1598,0.9609,JavaScript
openai,CLIP,https://github.com/openai/CLIP,30350,2020-12-16T11:24:42Z,1707,2025-08-19T19:40:34Z,0,0,28,435,193,0.4437,Jupyter Notebook
fabricjs,fabric.js,https://github.com/fabricjs/fabric.js,30328,2010-06-09T22:24:38Z,5549,2025-08-19T20:35:03Z,0,174,2343,6183,5761,0.9317,TypeScript
layui,layui,https://github.com/layui/layui,30319,2015-09-22T08:12:03Z,3619,2025-08-19T06:07:47Z,0,158,590,1362,1296,0.9515,JavaScript
Binaryify,NeteaseCloudMusicApi,https://github.com/Binaryify/NeteaseCloudMusicApi,30319,2016-06-22T11:58:03Z,3345,2025-08-19T06:49:18Z,0,0,292,1337,1190,0.8901,
facebook,rocksdb,https://github.com/facebook/rocksdb,30313,2012-11-30T06:16:18Z,4645,2025-08-19T20:35:05Z,0,206,609,3405,2636,0.7742,C++
gkd-kit,gkd,https://github.com/gkd-kit/gkd,30310,2023-07-04T03:59:15Z,777,2025-08-19T19:41:12Z,0,53,6,661,648,0.9803,Kotlin
medusajs,medusa,https://github.com/medusajs/medusa,30305,2020-01-18T13:39:04Z,2040,2025-08-19T18:48:32Z,0,128,7443,3262,3161,0.969,TypeScript
iawia002,lux,https://github.com/iawia002/lux,30304,2018-02-24T11:29:03Z,2733,2025-08-19T18:40:59Z,0,86,300,1059,540,0.5099,Go
TriliumNext,Trilium,https://github.com/TriliumNext/Trilium,30304,2017-05-23T00:30:20Z,3010,2025-08-19T20:13:28Z,0,334,604,4564,3488,0.7642,TypeScript
tqdm,tqdm,https://github.com/tqdm/tqdm,30281,2015-06-03T13:13:14Z,3730,2025-08-19T15:32:17Z,0,131,287,1026,587,0.5721,Python
docsifyjs,docsify,https://github.com/docsifyjs/docsify,30259,2016-11-20T07:55:43Z,3194,2025-08-19T20:36:29Z,0,15,730,1287,1198,0.9308,JavaScript
linexjlin,GPTs,https://github.com/linexjlin/GPTs,30257,2023-11-11T03:24:16Z,647,2025-08-19T10:43:53Z,0,0,42,28,21,0.75,
umami-software,umami,https://github.com/umami-software/umami,30236,2020-07-17T07:59:00Z,1859,2025-08-19T20:45:49Z,0,99,799,1836,1761,0.9592,TypeScript
joshbuchea,HEAD,https://github.com/joshbuchea/HEAD,30222,2016-04-20T20:05:37Z,3408,2025-08-19T20:36:36Z,0,0,86,93,73,0.7849,
alpinejs,alpine,https://github.com/alpinejs/alpine,30218,2019-11-28T13:51:55Z,2091,2025-08-19T20:04:07Z,0,137,657,612,612,1.0,HTML
AMAI-GmbH,AI-Expert-Roadmap,https://github.com/AMAI-GmbH/AI-Expert-Roadmap,30193,2020-10-24T21:49:40Z,1759,2025-08-19T17:49:21Z,0,0,13,66,46,0.697,JavaScript
numpy,numpy,https://github.com/numpy/numpy,30182,2010-09-13T23:02:39Z,5453,2025-08-19T18:48:06Z,0,132,13085,13492,11391,0.8443,Python
exo-explore,exo,https://github.com/exo-explore/exo,30154,2024-06-24T18:36:22Z,421,2025-08-19T19:31:45Z,0,12,207,506,146,0.2885,Python
s0md3v,roop,https://github.com/s0md3v/roop,30142,2023-05-28T14:37:54Z,814,2025-08-19T18:40:33Z,0,6,80,0,0,0.0,Python
sequelize,sequelize,https://github.com/sequelize/sequelize,30131,2010-07-22T07:11:11Z,5507,2025-08-19T12:27:24Z,0,487,4961,10402,9511,0.9143,TypeScript
tatsu-lab,stanford_alpaca,https://github.com/tatsu-lab/stanford_alpaca,30121,2023-03-10T23:33:09Z,892,2025-08-19T20:36:47Z,0,0,5,268,98,0.3657,Python
OWASP,CheatSheetSeries,https://github.com/OWASP/CheatSheetSeries,30113,2018-12-21T14:26:43Z,2433,2025-08-19T20:36:53Z,0,0,1076,528,487,0.9223,Python
OAI,OpenAPI-Specification,https://github.com/OAI/OpenAPI-Specification,30080,2014-03-03T16:53:36Z,4187,2025-08-19T20:36:56Z,0,12,1573,2364,2219,0.9387,Markdown
DioxusLabs,dioxus,https://github.com/DioxusLabs/dioxus,30079,2021-01-15T01:57:26Z,1677,2025-08-19T20:59:45Z,0,25,1757,2052,1616,0.7875,Rust
transloadit,uppy,https://github.com/transloadit/uppy,30059,2015-11-16T12:32:33Z,3564,2025-08-19T14:18:54Z,0,196,3099,2448,2291,0.9359,TypeScript
GyulyVGC,sniffnet,https://github.com/GyulyVGC/sniffnet,30047,2022-07-31T21:55:56Z,1114,2025-08-19T19:31:31Z,0,14,430,280,239,0.8536,Rust
chinabugotech,hutool,https://github.com/chinabugotech/hutool,30005,2014-04-13T07:23:51Z,4146,2025-08-19T14:35:29Z,0,152,450,2984,2980,0.9987,Java
Lightning-AI,pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,29995,2019-03-31T00:45:57Z,2333,2025-08-19T20:03:14Z,0,167,9081,7398,6479,0.8758,Python
pathwaycom,llm-app,https://github.com/pathwaycom/llm-app,29925,2023-07-19T08:43:37Z,762,2025-08-19T19:20:42Z,0,0,47,17,12,0.7059,Jupyter Notebook
VincentGarreau,particles.js,https://github.com/VincentGarreau/particles.js,29892,2014-09-06T14:29:47Z,4000,2025-08-19T20:36:58Z,0,6,21,411,106,0.2579,JavaScript
tinygrad,tinygrad,https://github.com/tinygrad/tinygrad,29879,2020-10-18T16:23:12Z,1766,2025-08-19T21:09:00Z,0,12,7914,973,844,0.8674,Python
surrealdb,surrealdb,https://github.com/surrealdb/surrealdb,29877,2021-12-09T15:03:29Z,1349,2025-08-19T19:35:33Z,0,92,2141,2156,1471,0.6823,Rust
drizzle-team,drizzle-orm,https://github.com/drizzle-team/drizzle-orm,29819,2021-06-24T09:03:05Z,1517,2025-08-19T21:02:56Z,0,146,610,3126,1693,0.5416,TypeScript
square,leakcanary,https://github.com/square/leakcanary,29784,2015-04-29T23:54:16Z,3764,2025-08-19T04:59:31Z,0,43,921,1636,1510,0.923,Kotlin
foundation,foundation-sites,https://github.com/foundation/foundation-sites,29762,2011-10-13T23:05:42Z,5058,2025-08-17T23:06:07Z,1,79,2958,8235,8179,0.9932,HTML
herrbischoff,awesome-macos-command-line,https://github.com/herrbischoff/awesome-macos-command-line,29733,2015-09-22T19:37:55Z,3619,2025-08-19T17:47:20Z,0,0,104,0,0,0.0,
jobbole,awesome-python-cn,https://github.com/jobbole/awesome-python-cn,29728,2015-11-03T09:50:50Z,3577,2025-08-19T11:04:18Z,0,0,51,31,18,0.5806,Makefile
DevToys-app,DevToys,https://github.com/DevToys-app/DevToys,29727,2021-09-29T01:40:41Z,1420,2025-08-19T18:21:30Z,0,38,497,933,658,0.7053,C#
AdguardTeam,AdGuardHome,https://github.com/AdguardTeam/AdGuardHome,29722,2016-07-06T10:31:47Z,3331,2025-08-19T20:31:47Z,0,213,124,5761,4630,0.8037,Go
restic,restic,https://github.com/restic/restic,29721,2014-04-27T14:07:58Z,4132,2025-08-19T20:03:56Z,0,48,2184,2815,2392,0.8497,Go
vuejs,vue-cli,https://github.com/vuejs/vue-cli,29712,2015-12-26T23:11:20Z,3523,2025-08-18T12:11:34Z,1,177,1258,5497,4563,0.8301,JavaScript
cheeriojs,cheerio,https://github.com/cheeriojs/cheerio,29695,2011-10-09T04:23:20Z,5063,2025-08-19T20:37:01Z,0,61,2839,1220,1199,0.9828,TypeScript
facebook,folly,https://github.com/facebook/folly,29688,2012-06-01T20:49:04Z,4827,2025-08-19T17:25:30Z,0,254,13,1224,931,0.7606,C++
nothings,stb,https://github.com/nothings/stb,29676,2014-05-25T16:51:23Z,4104,2025-08-19T19:02:07Z,0,0,288,893,694,0.7772,C
trailofbits,algo,https://github.com/trailofbits/algo,29669,2016-05-15T03:42:48Z,3383,2025-08-19T06:44:53Z,0,2,575,1619,1534,0.9475,Python
wailsapp,wails,https://github.com/wailsapp/wails,29658,2018-12-15T23:14:06Z,2438,2025-08-19T19:49:37Z,0,242,1503,2121,1859,0.8765,Go
JushBJJ,Mr.-Ranedeer-AI-Tutor,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,29626,2023-03-31T12:37:26Z,872,2025-08-19T16:30:24Z,0,3,18,47,34,0.7234,
apolloconfig,apollo,https://github.com/apolloconfig/apollo,29605,2016-03-04T10:24:23Z,3455,2025-08-19T20:37:10Z,0,41,1449,3352,3212,0.9582,Java
microsoft,WSL,https://github.com/microsoft/WSL,29601,2016-04-06T17:32:56Z,3422,2025-08-19T20:26:59Z,0,94,135,11729,10707,0.9129,C++
vbenjs,vue-vben-admin,https://github.com/vbenjs/vue-vben-admin,29589,2020-07-11T02:29:21Z,1865,2025-08-19T18:15:57Z,0,60,1634,3593,3469,0.9655,Vue
hyprwm,Hyprland,https://github.com/hyprwm/Hyprland,29581,2022-03-16T19:49:13Z,1252,2025-08-19T20:43:25Z,0,96,1879,7269,7209,0.9917,C++
nicolargo,glances,https://github.com/nicolargo/glances,29567,2011-12-04T08:49:15Z,5007,2025-08-19T18:52:56Z,0,51,743,2057,1932,0.9392,Python
elsewhencode,project-guidelines,https://github.com/elsewhencode/project-guidelines,29554,2017-06-30T10:17:55Z,2972,2025-08-19T20:37:28Z,0,0,113,38,29,0.7632,JavaScript
motiondivision,motion,https://github.com/motiondivision/motion,29542,2018-11-16T09:48:38Z,2468,2025-08-19T14:39:55Z,0,0,1061,1857,1570,0.8454,TypeScript
react-boilerplate,react-boilerplate,https://github.com/react-boilerplate/react-boilerplate,29539,2015-02-18T14:36:32Z,3835,2025-08-19T20:37:34Z,0,16,715,1909,1823,0.955,JavaScript
aosabook,500lines,https://github.com/aosabook/500lines,29513,2013-11-04T02:02:53Z,4306,2025-08-19T10:21:20Z,0,0,175,70,41,0.5857,JavaScript
