repo,stars,releases,age_years,files,code,comment,n_classes,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std
mrniko/netty-socketio,6992,19,13.641433,128,6982,2757,169,4.964497,3.0,6.616082,1.266272,1.0,0.561767,33.017751,0.0,255.151017
AutoMQ/automq,6990,69,2.047079,5839,862705,220494,9236,7.20052,4.0,12.025432,1.401148,1.0,1.036358,45.375704,0.0,594.716348
wiremock/wiremock,6966,51,13.900534,933,78502,15287,1299,5.751347,4.0,6.75471,1.370285,1.0,0.795254,74.051578,1.0,729.085382
DroidPluginTeam/DroidPlugin,6963,2,10.019311,186,18174,6329,786,3.301527,2.0,5.186648,4.388041,3.0,8.038652,3.699746,0.0,23.328426
alibaba/jvm-sandbox,6920,13,8.084601,210,16638,5865,435,3.482759,2.0,4.403241,1.326437,1.0,0.828143,12.36092,0.0,57.595489
hongyangAndroid/okhttputils,6865,0,10.046274,44,2611,270,70,3.728571,2.5,4.050126,1.457143,1.0,0.652436,6.2,0.0,16.780423
Meituan-Dianping/walle,6847,1,8.645776,50,4612,3142,94,3.148936,2.0,4.079736,1.191489,1.0,0.722549,8.691489,0.5,23.485079
macrozheng/springcloud-learning,6823,0,5.990181,219,5935,1339,225,4.884444,3.0,5.010255,1.022222,1.0,0.147734,85.875556,0.0,846.647861
exadel-inc/CompreFace,6811,11,5.15994,325,15925,2939,333,7.852853,6.0,7.325025,1.657658,1.0,1.329658,3.894895,0.0,16.049746
rabbitmq/rabbitmq-tutorials,6804,0,14.95013,61,1769,457,51,4.588235,4.0,2.662153,1.0,1.0,0.0,2.294118,1.0,4.129378
zo0r/react-native-push-notification,6789,35,9.7199,15,2057,157,29,6.310345,4.0,6.876998,1.241379,1.0,0.435494,15.482759,0.0,50.25053
smuyyh/BookReader,6779,0,9.083646,289,29256,9386,699,4.798283,2.0,6.572775,1.437768,1.0,0.813605,25.323319,0.0,161.858232
junit-team/junit-framework,6777,96,10.642646,1038,93722,29633,3428,4.708868,3.0,5.592458,1.303384,1.0,0.990247,36.354434,0.0,749.481292
Angel-ML/angel,6775,19,8.358039,1664,213415,46597,1902,7.424816,5.0,10.056881,1.739222,2.0,0.877761,63.419558,0.0,591.982812
CoderLeixiaoshuai/java-eight-part,6758,0,4.879772,0,0,0,0,,,,,,,,,
guardianproject/haven,6727,37,8.508921,41,5280,911,79,6.822785,4.0,7.328832,1.392405,1.0,0.586553,11.772152,1.0,39.764676
markzhai/AndroidPerformanceMonitor,6726,0,9.628467,31,2307,643,54,4.074074,3.0,3.942281,1.277778,1.0,0.529031,14.074074,0.0,37.249213
getActivity/AndroidProject,6715,17,6.862653,158,18364,4546,358,7.215084,4.0,8.249682,2.142458,1.0,1.562637,19.184358,1.0,59.229219
gzu-liyujiang/AndroidPicker,6709,57,9.868375,169,15114,5653,239,5.435146,3.0,6.866905,1.644351,1.0,1.264861,51.715481,0.0,331.964984
zouzg/mybatis-generator-gui,6705,16,9.319858,35,3485,245,39,7.179487,5.0,7.813187,1.487179,1.0,0.683328,69.948718,3.0,255.11452
fuzhengwei/itstack-demo-design,6699,0,5.288019,243,5522,904,215,2.167442,2.0,2.281551,1.106977,1.0,0.324538,5.325581,0.0,12.475997
527515025/springBoot,6697,0,8.821163,262,9626,2180,264,5.087121,4.0,4.42899,1.147727,1.0,0.414741,15.496212,0.0,70.729818
hongyangAndroid/AndroidAutoLayout,6676,0,9.79037,59,3134,265,78,5.833333,5.0,4.652654,2.0,2.0,0.7025,8.807692,8.0,16.370751
Meituan-Dianping/Leaf,6660,0,6.728821,33,1443,85,40,3.475,1.5,4.248605,1.425,1.0,1.034966,11.25,0.0,35.058742
yanzhenjie/AndPermission,6648,0,8.97687,105,4635,2407,168,3.994048,3.0,3.66648,1.166667,1.0,0.373792,7.488095,0.0,35.261723
apache/storm,6648,5,11.826664,2014,284718,61684,4388,5.322242,3.0,6.756441,1.216727,1.0,0.738238,48.818824,1.0,431.036616
Col-E/Recaf,6631,170,8.103413,1202,94428,37364,1537,8.489915,6.0,8.92606,1.603774,1.0,1.003152,26.912167,1.0,166.675468
spring-projects/spring-ai,6610,1,2.185441,548,38492,16762,2760,7.53442,5.0,8.425112,1.19058,1.0,0.831108,26.998551,1.0,389.609826
quartz-scheduler/quartz,6601,5,9.490582,364,39558,29375,502,5.575697,3.0,6.290795,1.442231,1.0,0.830824,119.366534,1.0,763.87917
GrenderG/Toasty,6601,19,8.622138,7,553,73,16,4.0625,3.0,4.186785,1.0625,1.0,0.25,56.625,0.0,213.87095
raphw/byte-buddy,6598,303,11.77058,94,6384,4697,6150,6.147154,4.0,8.082312,1.615935,1.0,1.983459,14.865528,0.0,288.635654
apache/hertzbeat,6569,6,3.576742,663,46494,20443,1466,7.068213,5.0,6.715129,1.265348,1.0,1.468621,10.478854,0.0,57.210096
apache/zeppelin,6556,0,10.444163,830,149450,27615,2107,5.731372,3.0,7.249585,1.256763,1.0,0.660258,43.07214,1.0,343.546683
JesusFreke/smali,6530,0,12.942355,737,47715,25528,1152,6.018229,4.0,8.343756,1.666667,1.0,1.249153,15.016493,1.0,85.699284
NLPchina/ansj_seg,6529,3,12.993223,208,14750,2979,218,6.316514,4.0,5.863721,1.188073,1.0,0.436202,9.633028,0.0,42.763019
jOOQ/jOOQ,6509,102,14.380768,2567,325468,286956,3311,9.79402,7.0,17.919335,1.832075,1.0,3.101439,1671.133494,3.0,41934.153221
ximsfei/Android-skin-support,6508,0,8.639,287,22813,2303,405,6.079012,5.0,5.036862,1.392593,1.0,0.732177,17.671605,1.0,68.422923
processing/processing,6505,48,12.605435,240,94548,47502,922,3.73102,2.0,5.98526,1.642082,1.0,2.004308,507.796095,0.0,7175.11026
MuntashirAkon/AppManager,6460,76,5.261737,952,138660,18727,1574,7.925667,5.0,9.161069,1.474587,1.0,0.750708,74.09784,1.0,1036.495465
FongMi/TV,6446,0,3.199562,399,35012,89,654,6.70948,4.0,8.624265,1.408257,1.0,0.689003,100.74159,1.0,674.743835
ArthurHub/Android-Image-Cropper,6429,32,10.632639,18,5271,2060,40,7.725,4.0,9.418987,1.375,1.0,0.540062,70.375,0.0,236.733832
wxiaoqi/Spring-Cloud-Platform,6429,3,8.275376,172,7692,3356,177,4.887006,3.0,5.216745,1.40678,1.0,0.828168,57.649718,0.0,211.240442
vinc3m1/RoundedImageView,6428,19,12.528319,8,1337,302,15,8.4,9.0,6.434283,1.8,2.0,0.774597,107.466667,0.0,273.825248
getActivity/XXPermissions,6426,72,7.218117,108,10584,3795,194,6.654639,4.0,6.509404,1.546392,1.0,0.893507,86.438144,1.0,875.94502
traccar/traccar,6422,63,13.381699,1412,89541,16187,1803,5.572379,4.0,4.471472,1.922906,2.0,0.822911,5.919578,0.0,47.355665
pig-mesh/pig,6412,19,6.022943,382,13554,13632,380,6.910526,5.0,6.322669,1.310526,1.0,0.584221,5.326316,0.0,53.617613
AsyncHttpClient/async-http-client,6392,6,14.492681,344,30707,12109,579,5.804836,4.0,6.443385,1.566494,1.0,0.957749,41.500864,1.0,247.656353
hazelcast/hazelcast,6384,200,13.452443,1527,148197,33953,16788,7.926555,5.0,15.285528,1.757029,1.0,4.750196,44.978318,1.0,434.030859
aa112901/remusic,6360,0,9.444923,272,40955,7021,845,5.186982,3.0,6.427177,1.453254,1.0,0.808283,41.646154,0.0,345.672367
sshahine/JFoenix,6347,0,9.986135,207,25170,7634,425,6.92,4.0,6.938966,1.623529,1.0,0.961235,22.084706,1.0,88.531773
wasabeef/richeditor-android,6333,0,10.429411,6,686,59,43,2.418605,2.0,2.602495,1.139535,1.0,0.412968,46.953488,0.0,305.869016
joelittlejohn/jsonschema2pojo,6328,63,12.19736,222,18518,6908,271,6.701107,5.0,5.940068,1.140221,1.0,0.433212,77.686347,0.0,580.815845
vespa-engine/vespa,6325,235,9.248874,867,82127,14132,11456,6.042423,4.0,7.228052,1.616358,1.0,1.504508,37.933485,1.0,302.557578
amitshekhariitbhu/from-java-to-kotlin,6293,0,8.286173,2,43,0,2,0.5,0.5,0.707107,1.0,1.0,0.0,0.0,0.0,0.0
micronaut-projects/micronaut-core,6290,308,7.49218,1194,84503,57778,4884,5.757781,4.0,7.257422,1.323096,1.0,0.932732,36.26679,0.0,412.431503
koush/ion,6275,0,12.28392,127,9700,2062,289,4.577855,3.0,6.131232,1.460208,1.0,1.46462,23.598616,0.0,205.829988
lightbend/config,6261,2,13.743155,118,12136,4797,200,5.475,3.0,7.139625,2.055,1.0,4.373513,76.18,0.0,399.353029
haifengl/smile,6248,33,10.785314,1209,123084,85672,1334,5.538981,5.0,5.050048,1.362819,1.0,0.958398,103.718141,1.0,1391.679989
648540858/wvp-GB28181-pro,6241,1,4.800623,716,63711,9556,752,8.243351,5.0,9.98564,1.293883,1.0,0.533875,32.115691,0.0,148.300272
hibernate/hibernate-orm,6228,108,14.914017,198,14845,1536,25543,6.797714,5.0,9.15512,1.398544,1.0,0.972587,76.486082,1.0,2162.895252
ityouknow/spring-cloud-examples,6225,0,8.349501,58,838,22,60,3.833333,4.0,1.076193,1.016667,1.0,0.129099,0.466667,0.0,2.102998
apache/flink-cdc,6211,22,5.101203,486,68269,14732,1888,8.315678,5.0,8.994194,1.462394,1.0,0.896714,30.088453,1.0,198.781506
graphql-java/graphql-java,6195,93,10.162179,762,75498,15486,1350,8.326667,5.0,10.572526,1.394074,1.0,0.963512,33.437778,1.0,176.549454
gephi/gephi,6191,19,13.866905,1329,131450,60650,2389,4.480117,3.0,4.879894,1.672666,1.0,1.671771,24.683968,0.0,124.299168
DerekYRC/mini-spring,6183,0,4.79267,145,3172,1102,149,3.409396,2.0,3.554619,1.221477,1.0,0.666228,5.080537,0.0,20.557933
Javen205/IJPay,6145,24,8.339183,261,20258,12350,273,5.589744,5.0,10.493705,1.369963,1.0,0.580421,139.40293,0.0,1332.614038
jetlinks/jetlinks-community,6136,20,5.669299,536,42034,12263,1842,8.78013,6.0,8.626978,1.277959,1.0,0.58111,11.758415,1.0,42.450146
google/grafika,6131,1,11.704988,52,8422,4377,103,6.407767,5.0,6.280123,1.747573,2.0,0.859987,6.893204,0.0,16.887118
ikew0ng/SwipeBackLayout,6126,0,12.024291,10,1594,820,18,5.222222,3.0,6.044497,1.388889,1.0,0.697802,61.333333,3.0,163.940807
auth0/java-jwt,6118,45,11.491836,76,10322,1654,86,5.662791,3.5,5.48283,1.627907,1.0,1.319951,142.744186,1.0,531.445934
logisim-evolution/logisim-evolution,6115,30,10.956325,1136,164335,19014,1905,5.961155,4.0,6.399314,2.428871,2.0,2.554923,28.233071,1.0,123.983291
apache/incubator-kie-drools,6110,6,14.539804,0,0,0,0,,,,,,,,,
daimajia/NumberProgressBar,6104,3,11.341961,3,398,87,6,3.166667,0.5,4.91596,1.333333,1.0,0.516398,91.833333,0.0,222.018393
rengwuxian/MaterialEditText,6100,19,10.843534,12,3356,834,26,5.653846,2.0,10.586566,1.307692,1.0,0.470679,742.846154,0.0,2092.797548
nayuki/QR-Code-generator,6074,5,9.385148,18,2304,1476,19,3.947368,3.0,3.658683,1.421053,1.0,1.261207,19.578947,1.0,26.28966
Vedenin/useful-java-links,6059,0,9.553649,151,6489,1455,263,2.304183,2.0,2.489417,1.022814,1.0,0.149594,1.8327,0.0,6.856946
alipay/SoloPi,6032,8,6.473305,318,48457,13839,1170,4.623077,2.0,6.674824,1.205983,1.0,0.649642,13.135897,0.0,70.341933
google/j2objc,6029,1,11.589802,0,0,0,0,,,,,,,,,
singwhatiwanna/dynamic-load-apk,6029,0,11.429237,37,2835,601,62,5.806452,3.0,6.248511,1.451613,1.0,0.803219,9.419355,0.0,30.008495
LandGrey/SpringBootVulExploit,6028,0,5.288527,16,376,5,14,3.428571,3.0,2.953858,1.0,1.0,0.0,3.571429,0.0,7.449463
pedrovgs/EffectiveAndroidUI,6015,0,11.166762,54,2225,1510,73,4.438356,3.0,4.648734,1.342466,1.0,0.628472,11.616438,1.0,27.727659
rey5137/material,5989,10,10.733791,78,24631,4217,305,6.511475,3.0,7.982343,1.645902,1.0,1.194501,54.495082,1.0,190.82396
google/physical-web,5984,17,10.924709,63,7217,3016,156,4.788462,3.0,5.568355,1.288462,1.0,0.556598,26.711538,0.0,209.175031
graphhopper/graphhopper,5983,45,13.539194,935,102019,27424,1359,6.756439,4.0,8.570267,1.25975,1.0,0.675311,32.996321,1.0,175.856811
robolectric/robolectric,5970,110,15.017119,2140,288060,36289,3976,5.932093,4.0,6.695115,1.3667,1.0,1.208497,72.472837,0.0,629.822923
wyouflf/xUtils3,5969,9,9.849601,145,12471,2024,218,5.224771,3.0,5.356415,1.408257,1.0,0.881623,27.449541,2.0,102.753966
vavr-io/vavr,5964,19,11.59051,256,70059,34703,698,8.206304,5.0,10.537784,1.253582,1.0,0.873749,1070.45702,1.0,9125.910356
liyifeng1994/ssm,5960,0,9.20814,19,513,107,19,4.157895,2.0,5.356856,1.684211,1.0,1.108183,2.052632,1.0,3.257021
obsidiandynamics/kafdrop,5954,50,6.271476,79,4852,1116,100,5.52,3.0,7.568515,1.32,1.0,0.85138,28.21,0.0,130.289057
btraceio/btrace,5949,33,11.015009,559,43516,19282,768,4.91276,4.0,5.026806,1.303385,1.0,0.868327,92.544271,0.0,1538.703191
springfox/springfox,5938,12,13.327161,941,50898,17060,1136,5.702465,3.0,7.65129,1.120599,1.0,0.396547,23.252641,0.0,151.292011
apache/camel,5937,0,16.287487,3965,233404,103354,41629,4.835187,3.0,8.649049,1.629753,1.0,2.613901,79.678806,1.0,2201.673045
javaparser/javaparser,5935,55,13.843769,794,86396,32309,1984,8.823085,5.0,17.403069,1.877016,1.0,1.985321,295.0,0.0,6197.810284
prolificinteractive/material-calendarview,5928,22,10.562857,57,4229,1211,88,6.454545,4.0,7.561106,1.534091,1.0,0.726333,69.011364,0.0,531.317112
apache/hudi,5928,31,8.718303,3391,414508,125145,4593,9.206619,6.0,10.348321,1.583932,1.0,1.066791,60.975833,1.0,980.618999
antoniolg/androidmvp,5924,0,11.421724,10,356,120,14,3.285714,2.0,3.770912,1.285714,1.0,0.468807,3.0,0.0,4.640955
google/google-java-format,5907,35,10.313928,81,17767,3265,165,5.727273,4.0,10.12505,1.424242,1.0,0.863568,66.8,1.0,361.970828
weibocom/motan,5894,27,9.370477,589,46505,14814,844,5.941943,4.0,5.750667,1.434834,1.0,0.818974,32.718009,1.0,155.314333
journeyapps/zxing-android-embedded,5889,9,12.762027,62,5224,2112,96,5.4375,4.0,5.689903,1.364583,1.0,0.682407,21.916667,1.0,88.319357
apache/pinot,5887,20,11.291019,3016,413928,110759,7068,7.362054,5.0,8.417072,1.515139,1.0,1.313005,52.644454,1.0,468.31055
lets-blade/blade,5878,9,10.233737,291,18256,6479,307,4.62215,3.0,5.95357,1.234528,1.0,0.773571,42.156352,0.0,185.46663
WeiYe-Jing/datax-web,5875,5,5.790484,320,16321,6829,317,5.041009,3.0,5.419861,1.388013,1.0,0.682685,13.239748,0.0,64.058759
apache/iotdb,5871,46,6.773791,254,27083,7216,8683,8.241737,6.0,14.460718,1.607279,1.0,1.017516,107.534262,1.0,2599.06813
ZhongFuCheng3y/austin,5869,0,3.823744,287,10604,5730,348,6.229885,5.0,5.075116,1.123563,1.0,0.378404,1.451149,0.0,5.117121
opengoofy/hippo4j,5866,18,4.21601,492,20598,15787,1179,4.64631,3.0,4.911225,1.202714,1.0,0.590352,5.813401,0.0,25.30374
amitshekhariitbhu/Fast-Android-Networking,5839,10,9.451739,129,16495,3232,575,3.21913,2.0,4.596315,1.250435,1.0,1.126137,13.768696,1.0,100.481595
CeuiLiSA/Pixiv-Shaft,5825,110,6.424658,425,35445,4045,1035,4.798068,3.0,5.83682,1.450242,1.0,1.113565,25.037681,0.0,253.763356
ffay/lanproxy,5805,1,8.784889,38,2645,419,63,4.238095,3.0,3.888421,1.190476,1.0,0.503444,8.206349,0.0,27.169812
Nightonke/BoomMenu,5805,0,9.457959,67,8103,1638,115,5.634783,4.0,6.749049,1.573913,1.0,0.848744,227.669565,0.0,2078.287515
changmingxie/tcc-transaction,5797,8,9.746301,326,15508,1450,519,5.246628,3.0,5.637442,1.308285,1.0,0.801392,29.736031,1.0,99.770169
JSQLParser/JSqlParser,5797,37,14.195947,703,61935,10770,815,6.358282,4.0,13.705367,1.544785,1.0,0.895056,513.747239,1.0,8223.244243
youtube/api-samples,5790,0,11.732357,29,3046,1968,42,6.404762,7.0,4.412065,1.0,1.0,0.0,4.380952,0.0,9.847502
yarolegovich/DiscreteScrollView,5789,2,8.501128,39,3673,158,105,4.228571,2.0,4.818349,1.247619,1.0,0.455331,19.114286,0.0,101.516796
LaurieWired/GhidraMCP,5786,5,0.448428,2,1263,197,3,16.333333,4.0,24.906492,1.666667,2.0,0.57735,459.0,3.0,792.414664
apache/hive,5780,0,16.287249,8285,1679593,337755,20363,6.900211,4.0,12.700727,1.413151,1.0,1.171963,94.131415,1.0,2843.161616
JakeWharton/DiskLruCache,5776,0,13.661867,5,1740,378,12,3.25,2.5,2.988615,1.333333,1.0,0.778499,11.0,3.0,25.591192
dmytrodanylyk/circular-progress-button,5772,3,11.240196,13,1248,18,39,3.974359,2.0,4.373889,1.282051,1.0,0.510352,25.333333,0.0,131.912717
Nepxion/Discovery,5744,132,7.20149,225,10553,1942,828,4.778986,4.0,5.033209,1.269324,1.0,0.595165,18.800725,1.0,111.90022
TeamAmaze/AmazeFileManager,5742,66,11.138118,244,37405,9519,443,7.306998,4.0,10.726363,1.44921,1.0,0.988174,28.880361,1.0,166.947499
k0shk0sh/FastHub,5735,63,8.537378,598,47699,2420,934,8.073876,5.0,7.858741,1.437901,1.0,0.683521,34.756959,1.0,131.603475
Devlight/InfiniteCycleViewPager,5727,2,9.03131,21,3704,606,41,5.04878,3.0,6.484409,1.634146,2.0,0.887584,102.536585,0.0,513.512955
jpush/aurora-imui,5716,42,8.722238,144,16436,1822,342,4.804094,2.5,7.043617,1.52924,1.0,1.436034,50.269006,0.0,407.501482
jeequan/jeepay,5712,0,8.059989,512,26004,15404,550,8.852727,7.0,7.504106,1.783636,2.0,0.863395,4.290909,0.0,28.893607
yanzhenjie/SwipeRecyclerView,5708,0,9.082457,106,10444,3681,275,4.847273,3.0,5.246335,1.389091,1.0,0.835716,26.941818,0.0,115.438818
springside/springside4,5687,3,13.526796,200,13236,5241,315,3.165079,2.0,3.380073,1.27619,1.0,0.803994,24.784127,1.0,109.011472
dromara/lamp-cloud,5682,0,7.627389,798,36158,19246,820,7.732927,7.0,6.001476,1.278049,1.0,0.456409,7.15122,0.0,34.163531
wasabeef/Blurry,5661,0,10.1148,5,486,102,14,5.142857,3.5,4.537996,1.0,1.0,0.0,0.642857,0.0,1.59842
JakeWharton/u2020,5659,0,11.801571,106,5560,607,134,6.216418,4.0,8.0882,1.425373,1.0,0.816897,23.619403,0.5,184.5885
crazycodeboy/react-native-splash-screen,5658,12,8.968037,6,251,69,12,3.416667,2.5,2.968267,1.25,1.0,0.452267,2.0,0.5,2.696799
jagrosh/MusicBot,5653,38,9.051992,71,5215,1466,93,6.741935,5.0,6.907625,2.505376,3.0,1.845227,10.591398,1.0,63.06419
hanks-zyh/HTextView,5651,0,9.706589,55,3188,226,91,4.197802,2.0,4.080359,1.56044,1.0,0.763163,3.483516,0.0,8.562661
alibaba/spring-ai-alibaba,5649,10,0.982768,625,52259,21927,1731,5.986713,4.0,7.630813,1.18602,1.0,0.541941,20.513576,0.0,193.318152
apache/nifi,5644,0,10.726048,544,36286,17393,9860,7.255984,4.0,10.774425,1.500913,1.0,0.881162,56.051521,1.0,957.817676
redis/lettuce,5632,134,11.316837,1373,124058,87029,2025,6.310123,4.0,8.40893,1.392593,1.0,0.947456,166.444938,0.0,3409.077205
ZHENFENG13/spring-boot-projects,5625,0,8.424219,0,0,0,107,4.327103,3.0,3.990025,1.074766,1.0,0.427828,9.074766,1.0,19.732504
daimajia/AndroidImageSlider,5620,5,11.254674,32,3936,969,63,4.063492,2.0,7.079897,1.571429,1.0,0.776973,59.095238,1.0,361.210184
ElderDrivers/EdXposed,5603,27,6.6238,639,72973,51474,920,6.065217,4.0,6.955328,1.603261,1.0,1.049478,191.078261,1.0,2193.77182
JanusGraph/janusgraph,5602,28,8.685729,1359,123138,35619,1896,7.01635,4.0,10.039986,1.442511,1.0,0.842704,43.899789,1.0,663.485088
meefik/linuxdeploy,5600,37,13.034419,28,3072,670,37,7.162162,5.0,7.451747,1.648649,2.0,0.483978,35.891892,3.0,119.325834
TommyLemon/Android-ZBLibrary,5599,25,10.037928,157,15377,7446,318,5.377358,3.0,6.410932,1.559748,1.0,1.033149,26.666667,0.0,131.610584
hongyangAndroid/FlowLayout,5597,0,10.016769,14,956,56,34,4.323529,3.0,3.81163,1.411765,1.0,0.55692,5.0,0.0,16.007574
amlcurran/ShowcaseView,5583,13,13.051952,39,2195,762,65,5.384615,5.0,5.592105,1.4,1.0,0.680074,17.815385,0.0,118.87492
Suwayomi/Suwayomi-Server,5558,58,4.693134,277,42971,38324,408,5.551471,2.0,10.4631,1.625,1.0,1.475121,1509.539216,1.0,21703.833944
baidu/uid-generator,5558,0,8.437654,24,1027,1023,25,2.88,1.0,3.3828,1.28,1.0,0.737111,11.72,1.0,21.198506
knightliao/disconf,5554,12,11.262478,401,17054,7934,425,4.437647,3.0,5.129594,1.357647,1.0,0.829352,12.616471,0.0,68.215365
nhaarman/ListViewAnimations,5551,14,12.458653,79,6086,2887,137,6.474453,5.0,5.501444,2.058394,2.0,1.235304,10.459854,0.0,45.058461
danikula/AndroidVideoCache,5501,20,10.424493,60,3803,408,77,4.831169,3.0,4.891998,1.493506,1.0,0.661406,14.324675,1.0,34.244647
emilsjolander/StickyListHeaders,5497,16,13.47913,15,2129,226,43,4.813953,3.0,6.949669,1.395349,1.0,0.659709,3.976744,0.0,15.529524
wuhaoyu1990/MagicCamera,5495,0,9.652398,165,14305,892,352,3.542614,3.0,4.989265,1.465909,1.0,0.682694,7.630682,0.0,33.219635
jd-opensource/joyagent-jdgenie,5482,0,0.133874,189,10890,1065,252,4.980159,4.0,5.648714,1.119048,1.0,0.448231,4.734127,0.0,17.511201
sockeqwe/mosby,5478,15,10.44485,320,16690,7597,662,5.380665,3.0,5.684077,1.611782,1.0,1.228278,9.637462,0.0,27.976027
00-Evan/shattered-pixel-dungeon,5473,52,11.09133,1259,152147,29454,2679,6.338186,4.0,9.288819,2.849197,2.0,2.933994,13.925719,1.0,99.181291
alibaba/jetcache,5466,67,8.393422,312,19723,2503,446,6.033632,4.0,6.504362,1.636771,1.0,1.100722,15.908072,0.0,111.448998
scribejava/scribejava,5466,9,14.993081,315,15778,1650,494,4.208502,3.0,3.988199,1.40081,1.0,0.783501,10.935223,1.0,89.915127
alibaba/freeline,5461,22,9.082268,80,5255,757,135,3.8,3.0,4.6244,1.607407,1.0,1.506683,13.866667,1.0,63.53678
KeepSafe/TapTargetView,5456,24,8.976433,11,1816,368,39,4.512821,2.0,7.070591,1.153846,1.0,0.431549,49.897436,0.0,246.550496
dm77/barcodescanner,5450,6,11.521253,37,2945,135,73,5.287671,2.0,6.263828,1.643836,1.0,0.85586,11.821918,0.0,32.825863
motianhuo/wechat,5437,0,10.277661,138,20384,3108,635,5.23622,3.0,7.26499,1.250394,1.0,0.707316,15.453543,0.0,96.532005
201206030/novel,5436,12,5.812378,188,7243,3611,202,4.415842,2.0,5.519333,1.069307,1.0,0.33849,20.485149,0.0,67.181512
Jasonchenlijian/FastBle,5436,9,9.029253,42,3998,355,105,4.380952,2.0,5.916699,1.295238,1.0,0.570489,26.066667,0.0,184.244782
facebookarchive/rebound,5418,10,11.895885,37,4231,1341,87,4.37931,2.0,5.630567,1.321839,1.0,0.580582,34.931034,0.0,238.104179
ddd-by-examples/library,5416,0,6.643772,97,3287,20,123,6.788618,5.0,5.610663,1.04065,1.0,0.297486,5.430894,0.0,23.409778
apache/dubbo-spring-boot-project,5406,13,7.623587,62,1839,1094,89,7.11236,6.0,4.996449,1.168539,1.0,0.376465,11.932584,0.0,71.134923
socketio/socket.io-client-java,5404,7,12.348559,34,4058,228,229,1.921397,1.0,2.799268,1.09607,1.0,0.418259,4.253275,0.0,34.095667
apache/hbase,5380,47,11.281946,5160,893840,246394,11527,8.171424,5.0,10.889628,1.497007,1.0,1.594815,69.442526,1.0,871.368616
Evernote/android-job,5372,31,10.037523,98,11429,3064,189,6.994709,4.0,6.055152,1.767196,1.0,2.349464,32.005291,1.0,135.394793
facebookarchive/shimmer-android,5365,5,10.513589,3,738,92,7,8.571429,9.0,6.654751,1.857143,2.0,0.690066,18.0,10.0,24.481285
mik3y/usb-serial-for-android,5365,33,12.175364,36,6939,873,66,6.19697,4.0,7.392761,1.318182,1.0,0.636314,38.969697,1.0,106.812844
houbb/sensitive-word,5360,2,5.656099,189,5673,3091,225,3.04,2.0,3.597271,1.173333,1.0,0.482923,20.791111,0.0,153.850768
strimzi/strimzi-kafka-operator,5357,155,9.326907,655,72447,14461,1437,11.294363,8.0,13.411073,1.497564,1.0,0.890698,46.121086,1.0,286.579189
jgilfelt/SystemBarTint,5355,3,11.793287,6,726,271,9,8.0,7.0,5.17204,1.777778,2.0,0.666667,22.555556,1.0,37.189081
apache/groovy,5352,0,10.383931,1806,211084,108625,0,,,,,,,,,
commonsguy/cw-omnibus,5351,36,13.476881,1387,91292,28851,1944,5.268004,4.0,4.952963,1.685185,2.0,0.830868,20.076132,0.0,131.695513
spring-projects/spring-data-examples,5347,0,11.59033,6667,84293,15230,6637,2.621214,2.0,1.613485,1.008588,1.0,0.11934,0.466174,0.0,2.292098
microsoft/typespec,5347,259,4.175342,24,1577,169,4171,8.998082,8.0,7.211335,1.148166,1.0,0.435376,24.171661,1.0,133.240461
h6ah4i/android-advancedrecyclerview,5337,1,10.607381,212,21090,7278,395,6.605063,4.0,7.130116,2.407595,2.0,2.211746,32.022785,0.0,194.659424
ikarus23/MifareClassicTool,5335,8,12.55406,28,7936,4134,33,11.090909,9.0,10.366302,2.272727,3.0,0.910794,106.030303,3.0,397.907062
XRecyclerView/XRecyclerView,5324,0,9.792414,59,4753,424,166,3.909639,2.0,4.84652,1.421687,1.0,0.60544,9.042169,0.0,63.090541
coobird/thumbnailator,5318,0,10.110301,125,17696,15513,223,4.06278,2.0,4.850523,1.237668,1.0,0.711563,93.55157,0.0,853.303113
mybatis/generator,5313,11,12.560038,116,6102,2366,644,7.809006,5.0,7.745114,1.959627,2.0,1.054466,88.085404,3.0,450.662371
google/google-authenticator,5302,0,10.902879,31,3324,1932,61,3.885246,2.0,5.050077,1.688525,1.0,1.310737,29.655738,1.0,90.157064
evant/gradle-retrolambda,5294,37,12.079212,23,1925,62,25,4.6,3.0,3.605551,1.04,1.0,0.2,2.16,0.0,9.007774
LFDT-web3j/web3j,5290,119,8.995976,723,64987,11626,1262,4.274168,2.0,8.765748,1.736926,1.0,1.68321,35.273376,0.0,211.484655
osmandapp/OsmAnd,5288,1,14.631593,3064,582237,54832,6039,8.738367,5.0,10.921387,1.613015,1.0,1.423355,106.438152,1.0,598.103556
xxv/android-lifecycle,5275,0,11.376923,5,628,11,6,7.0,7.5,5.215362,1.666667,2.0,0.516398,151.666667,190.0,121.958463
yixia/VitamioBundle,5273,0,12.872446,41,5805,2215,101,4.950495,3.0,6.109626,1.316832,1.0,0.598844,75.069307,0.0,589.270842
CaffeineMC/sodium,5256,40,5.587665,570,31133,5238,665,6.129323,4.0,6.94545,1.439098,1.0,2.348347,13.581955,1.0,62.563628
CodingDocs/springboot-guide,5254,0,6.765167,0,0,0,139,4.115108,3.0,3.113968,1.179856,1.0,0.567882,1.352518,0.0,5.502125
