repo,stars,releases,age_years,files,code,comment,n_classes,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std
crate/crate,4287,139,12.39873,4981,557701,152038,7558,7.578063,5.0,10.926871,1.642101,1.0,0.960851,48.889124,1.0,668.647249
dragonwell-project/dragonwell8,4286,40,6.493907,0,0,0,0,,,,,,,,,
mcxiaoke/android-volley,4283,0,12.286899,80,5274,2907,132,5.090909,3.0,5.390768,1.893939,1.0,2.758076,15.818182,0.0,94.169639
ThirtyDegreesRay/OpenHub,4283,31,8.146367,313,28516,2020,656,6.756098,4.0,7.582319,1.632622,1.0,1.181577,32.928354,1.0,130.035659
brianway/java-learning,4275,0,9.565503,518,11323,5949,753,1.084993,1.0,1.124297,1.286853,1.0,0.513177,0.596282,0.0,2.922598
bjmashibing/InternetArchitect,4273,0,5.873605,20,864,129,0,,,,,,,,,
Snailclimb/guide-rpc-framework,4272,0,5.315439,85,2870,892,95,4.621053,4.0,3.922599,1.210526,1.0,0.650609,1.189474,0.0,3.641647
failsafe-lib/failsafe,4271,0,10.179284,206,11581,7030,238,6.386555,6.0,5.354298,2.063025,1.0,1.743045,19.176471,1.0,56.37864
ongakuer/CircleIndicator,4271,7,11.094969,22,1592,77,45,6.511111,5.0,5.141729,1.622222,2.0,0.683869,8.511111,1.0,22.8121
aporter/coursera-android,4265,0,11.659437,14,552,91,608,4.248355,4.0,3.670421,1.5,1.0,0.661982,3.358553,0.0,35.346854
grantland/android-autofittextview,4264,1,14.551054,4,521,233,8,5.375,4.0,5.153016,1.375,1.0,0.517549,40.75,1.5,107.671126
jitsi/jitsi,4253,7,12.359449,1830,282369,190271,3217,5.438607,3.0,8.258422,1.90115,1.0,2.531184,39.370532,0.0,211.327744
201206030/novel-plus,4244,34,5.338043,386,24887,5331,409,6.479218,3.0,7.298615,1.210269,1.0,0.464201,46.628362,1.0,124.411492
google/open-location-code,4240,5,10.924721,35,2945,901,67,4.955224,3.0,6.294377,1.179104,1.0,0.458105,4.552239,0.0,11.360863
camunda/camunda-bpm-platform,4238,0,12.6642,294,12636,9331,10681,6.280311,4.0,7.597424,1.648441,1.0,1.098471,86.619605,1.0,2103.610427
jlegewie/zotfile,4226,33,13.676678,0,0,0,0,,,,,,,,,
s4kibs4mi/java-developer-roadmap,4220,0,6.364801,1,5,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mybatis/spring-boot-starter,4215,32,9.939706,0,0,0,0,,,,,,,,,
ChadCSong/ShineButton,4215,2,9.162903,13,997,67,24,4.833333,2.0,5.700242,1.625,1.0,0.824226,23.625,0.0,94.181976
jboss-javassist/javassist,4214,24,12.278351,557,84479,21540,1110,3.388288,1.0,5.896282,1.553153,1.0,1.354405,43.908108,0.0,313.85203
nining377/dolby_beta,4201,37,5.290934,103,6731,1180,185,4.145946,4.0,5.498547,1.454054,1.0,0.820457,7.962162,1.0,49.920956
hugeterry/CoordinatorTabLayout,4199,0,8.598092,13,565,123,17,5.294118,3.0,5.565122,1.411765,1.0,0.5073,9.411765,0.0,32.754883
yhaolpz/FloatWindow,4198,9,7.801276,29,1398,158,44,3.772727,2.0,4.136416,1.272727,1.0,0.544043,9.727273,1.0,27.38219
codingapi/tx-lcn,4198,14,7.810743,221,9898,2782,222,4.954955,4.0,4.036905,1.211712,1.0,0.627606,6.337838,0.0,43.437773
microsoft/malmo,4197,21,9.296096,143,20515,5096,278,7.05036,5.0,7.35468,2.143885,2.0,2.716605,12.848921,1.0,30.403404
apache/streampark,4192,29,6.271802,468,29174,12081,561,7.467023,5.0,7.88326,1.28164,1.0,0.645729,18.969697,0.0,71.50118
powermock/powermock,4192,16,11.268156,922,37235,20344,1269,3.439716,2.0,4.020515,1.242711,1.0,0.644832,22.71316,0.0,281.337751
Jacksgong/JKeyboardPanelSwitch,4191,14,10.174635,26,1849,909,50,5.2,3.0,5.066899,1.3,1.0,0.46291,7.38,0.0,13.70519
zendesk/maxwell,4182,214,10.562908,258,21592,1704,312,6.108974,4.0,7.196885,1.621795,1.0,0.808659,32.137821,0.0,157.687581
bingoogolapple/BGABanner-Android,4182,0,10.856411,31,2192,358,53,5.0,3.0,6.016004,1.584906,2.0,0.602366,26.283019,1.0,155.695015
aws/aws-sdk-java,4179,0,15.449802,0,0,0,0,,,,,,,,,
oddfar/campus-imaotai,4166,11,2.159016,210,10608,5506,218,6.33945,5.0,5.741305,1.412844,1.0,1.169592,20.376147,1.0,78.430255
pedrovgs/AndroidWiFiADB,4147,8,9.875721,21,1222,317,30,2.866667,2.0,3.148435,1.5,1.0,1.074789,12.133333,0.0,23.720693
dromara/hmily,4144,0,7.930877,140,4693,4362,877,5.371722,4.0,4.840235,1.220068,1.0,0.571914,10.645382,0.0,56.227509
alibaba/fastjson2,4138,58,3.3808,4330,429307,32126,0,,,,,,,,,
ReVanced/revanced-patches,4135,641,1.722009,311,22815,5440,435,5.250575,3.0,6.272919,1.367816,1.0,0.646061,17.937931,0.0,156.713682
geoserver/geoserver,4131,62,13.812984,4196,511227,112514,12261,7.25316,5.0,8.606715,1.822119,1.0,1.467234,43.964848,1.0,396.771389
tencentmusic/supersonic,4130,15,2.22783,1058,61278,2910,1136,6.28169,4.0,7.315054,1.290493,1.0,0.625548,46.072183,0.0,654.952778
dinuscxj/LoadingDrawable,4117,0,9.381814,30,4436,178,65,6.507692,4.0,6.555349,1.446154,1.0,0.531236,15.830769,1.0,27.991946
alibaba/Tangram-Android,4111,38,8.431103,306,23986,11522,574,5.259582,3.0,7.162088,1.6777,1.0,1.143595,23.210801,0.0,121.15841
pqpo/SmartCropper,4092,13,8.083665,7,1098,113,12,6.25,3.0,7.387028,1.333333,1.0,0.492366,122.5,0.0,408.12086
Manabu-GT/ExpandableTextView,4089,4,11.296929,3,493,74,15,5.133333,4.0,6.03403,1.733333,1.0,1.099784,11.8,0.0,39.397607
karma9874/AndroRAT,4085,0,5.450037,21,1617,20,55,2.872727,2.0,3.834804,1.163636,1.0,0.373355,1.381818,0.0,5.005519
code4craft/tiny-spring,4081,0,11.644983,96,1913,721,106,3.084906,2.0,3.225251,1.150943,1.0,0.409237,2.367925,0.0,6.314497
DTStack/chunjun,4081,30,7.418184,598,49333,13716,1916,7.139875,4.0,7.418716,1.56524,1.0,0.81335,20.836117,1.0,119.802314
qunarcorp/bistoury,4080,8,6.090879,993,76942,24339,1361,4.837619,3.0,5.84538,1.279206,1.0,0.723503,21.415871,1.0,119.18939
rubensousa/ViewPagerCards,4078,0,9.035951,9,313,15,9,5.333333,6.0,4.84768,1.555556,2.0,0.527046,2.222222,0.0,3.700601
oblac/jodd,4071,37,12.986095,662,31668,23818,728,3.993132,3.0,4.476896,1.440934,1.0,1.332826,12.949176,0.0,59.228663
luckybilly/CC,4046,0,7.776421,71,4343,1248,120,4.966667,4.0,4.738424,1.258333,1.0,0.557543,16.316667,0.0,129.759246
PaperMC/Folia,4037,0,2.53503,0,0,0,0,,,,,,,,,
oldmanpushcart/greys-anatomy,4025,0,12.780846,108,9700,2983,240,4.066667,3.0,4.319332,1.154167,1.0,0.546177,6.770833,0.0,21.886584
xcltapestry/XCL-Charts,4022,0,11.234406,204,28116,13014,327,7.740061,3.0,9.806237,2.17737,1.0,1.554444,49.042813,4.0,157.79813
jMonkeyEngine/jmonkeyengine,4014,76,11.455403,1953,213834,138544,3194,6.692235,4.0,8.031696,1.620225,1.0,1.087516,53.886036,0.0,384.049676
BoltsFramework/Bolts-Android,4011,11,11.591556,26,4004,1061,158,3.0,2.0,3.522448,1.088608,1.0,0.412847,19.012658,0.0,150.347241
lcodecorex/TwinklingRefreshLayout,4008,0,9.504489,59,5657,776,151,4.284768,2.0,4.778253,1.370861,1.0,0.659453,36.271523,0.0,214.684945
JabRef/jabref,4005,45,11.48092,2545,219917,25011,0,,,,,,,,,
Yalantis/Phoenix,4000,1,10.64047,9,953,33,24,4.333333,2.5,4.824455,1.666667,1.0,0.963087,7.541667,0.0,19.167407
knowm/XChange,3998,0,13.584046,500,24642,4180,5016,5.956938,4.0,6.448642,1.500997,1.0,0.912524,24.809211,0.0,723.174197
jetty/jetty.project,3997,129,14.140926,652,132902,33802,14962,5.57753,4.0,6.53304,1.632536,1.0,1.550127,25.371608,0.0,247.114431
jbloch/effective-java-3e-source-code,3996,0,7.083247,166,3291,678,202,1.128713,1.0,1.080477,1.188119,1.0,0.657341,1.326733,0.0,3.478745
makovkastar/FloatingActionButton,3995,0,11.116935,10,949,16,27,5.666667,3.0,7.620822,1.814815,2.0,1.210119,37.592593,1.0,182.60008
Piasy/BigImageViewer,3987,0,8.823025,40,2637,993,84,4.607143,3.0,4.817183,1.285714,1.0,0.528043,12.809524,1.0,61.288273
LibrePDF/OpenPDF,3984,83,9.145415,1333,165458,95280,1745,5.935244,4.0,7.797159,1.859026,1.0,5.804109,91.471633,1.0,594.684627
qstumn/BadgeView,3982,5,8.566567,13,1549,63,35,4.342857,2.0,5.351981,1.314286,1.0,0.582663,49.885714,0.0,220.938609
orhanobut/hawk,3982,22,10.535493,20,849,230,26,3.615385,2.0,4.243366,1.038462,1.0,0.196116,12.961538,1.0,25.524076
mercyblitz/tech-weekly,3980,0,6.75124,0,0,0,81,2.888889,2.0,3.528456,1.024691,1.0,0.15615,2.123457,0.0,9.841726
bitcoin-wallet/bitcoin-wallet,3978,0,13.424531,155,18545,3289,387,7.5323,4.0,9.777624,1.713178,1.0,1.121115,5.413437,0.0,21.751175
freeok/so-novel,3975,45,3.280941,73,4141,664,83,5.939759,5.0,5.239041,1.168675,1.0,0.463793,2.759036,0.0,4.920317
JeremyLiao/LiveEventBus,3962,0,7.147723,80,7325,1022,308,3.227273,2.0,3.546844,1.11039,1.0,0.37096,4.035714,0.0,16.924878
zzhoujay/RichText,3960,0,10.120802,86,5044,972,132,4.272727,2.0,5.841535,1.44697,1.0,0.849916,10.545455,0.0,45.94161
rovo89/XposedInstaller,3958,0,13.418663,54,7899,277,203,4.896552,2.0,6.770213,1.418719,1.0,0.854252,8.517241,0.0,29.7949
NotFound9/interviewGuide,3956,0,9.370895,0,0,0,0,,,,,,,,,
awaitility/awaitility,3955,0,15.61229,109,5973,3772,170,3.176471,1.0,4.559083,1.194118,1.0,0.588821,18.582353,0.0,123.729935
lukas-krecan/ShedLock,3955,0,8.726746,134,5178,1736,391,5.918159,5.0,4.72402,2.189258,2.0,2.030533,7.319693,0.0,22.488461
syncthing/syncthing-android,3955,332,11.527184,73,9010,1386,142,6.514085,2.5,9.144029,1.690141,1.0,1.124726,9.049296,0.0,24.889921
binIoter/GuideView,3954,0,9.206443,16,1187,353,35,3.742857,2.0,4.500607,1.371429,1.0,0.731063,8.228571,1.0,35.275459
fishercoder1534/Leetcode,3954,0,9.091841,2845,103232,6725,5143,1.552207,1.0,1.95574,1.000389,1.0,0.019718,0.28777,0.0,7.392614
lilishop/lilishop,3954,3,4.306533,1529,71220,32869,1552,7.614691,5.0,8.176786,1.31701,1.0,0.57569,13.322165,0.0,92.794042
torakiki/pdfsam,3952,66,11.941302,614,29042,14565,641,6.951638,5.0,6.468131,1.404056,1.0,0.992432,4.834633,0.0,21.875517
RipMeApp/ripme,3951,143,8.655185,267,24059,2538,320,5.015625,4.0,3.456366,2.540625,2.0,1.285891,28.25,4.0,94.416406
tronprotocol/java-tron,3947,80,7.686768,1357,190628,15129,1652,8.860775,7.0,11.163668,1.75908,1.0,2.019306,80.760291,1.0,1226.40887
JoanZapata/android-iconify,3944,0,12.22597,35,6251,170,43,3.511628,3.0,3.724898,1.232558,1.0,0.427463,5.186047,1.0,15.308348
googlesamples/mlkit,3931,1,5.265215,110,12581,3005,191,7.670157,5.0,8.213666,1.534031,1.0,0.670933,8.115183,0.0,32.984005
rengwuxian/RxJavaSamples,3928,3,9.44415,24,1103,26,53,4.54717,3.0,5.372888,1.396226,1.0,0.742647,1.603774,0.0,3.799492
linyiqun/DataMiningAlgorithm,3926,0,10.644503,109,12213,4053,126,2.293651,2.0,2.26298,1.087302,1.0,0.358214,9.960317,0.0,36.264892
pingfangushi/screw,3919,0,5.200654,179,5795,8091,136,4.985294,3.0,4.465481,1.352941,1.0,0.793767,5.242647,0.0,9.678917
Querz/mcaselector,3918,72,7.365065,299,33515,852,531,6.847458,5.0,7.048169,2.436911,1.0,3.079646,22.178908,1.0,161.636233
promeG/TinyPinyin,3914,2,9.927121,33,2889,260,65,2.061538,1.0,2.952102,1.092308,1.0,0.341096,8.753846,0.0,57.798689
bluelinelabs/Conductor,3905,36,9.465417,36,5020,854,86,5.476744,3.0,6.201948,1.348837,1.0,0.66452,71.337209,0.0,406.338648
JFormDesigner/FlatLaf,3900,87,6.041307,437,78259,26158,846,3.816785,2.0,5.397633,3.684397,2.0,4.209701,64.826241,3.0,358.975448
iterate-ch/cyberduck,3897,0,8.617189,4474,368529,127626,7507,6.464367,4.0,8.993004,1.35327,1.0,0.768165,65.520048,0.0,1015.357819
alibaba/jstorm,3894,22,11.99962,1614,208398,49817,3956,5.544995,4.0,6.567802,1.551314,1.0,2.009873,42.374115,1.0,526.012532
JavaNoober/BackgroundLibrary,3894,13,6.983308,77,6680,259,119,4.789916,4.0,4.830823,1.210084,1.0,0.409091,34.176471,0.0,222.086662
shuzijun/leetcode-editor,3893,55,6.459504,180,13289,1094,301,6.328904,4.0,6.031705,1.737542,1.0,1.175111,20.136213,0.0,113.552094
sofastack/sofa-rpc,3893,63,7.402809,1205,83063,42823,1528,5.221204,3.0,5.498421,1.32199,1.0,0.625574,24.512435,0.0,128.450439
databricks/learning-spark,3892,0,11.216491,40,2111,209,133,2.827068,2.0,3.454271,1.015038,1.0,0.122162,1.796992,0.0,12.09167
Exrick/xboot,3888,6,7.363201,325,15386,5575,349,7.415473,6.0,6.821778,1.212034,1.0,0.531506,2.65616,0.0,9.350263
amirzaidi/Launcher3,3887,22,8.261426,405,62036,13413,990,7.240404,3.0,10.898687,1.474747,1.0,0.864342,63.680808,0.0,728.693233
vipulasri/Timeline-View,3887,15,9.717732,2,438,141,2,9.0,9.0,8.485281,1.5,1.5,0.707107,453.5,453.5,639.931637
VaughnVernon/IDDD_Samples,3882,0,12.402731,512,36081,7659,651,4.737327,3.0,5.572747,1.663594,1.0,1.07369,27.327189,5.0,93.391313
ReChronoRain/HyperCeiler,3864,7,1.851615,722,47330,13545,0,,,,,,,,,
wendux/DSBridge-Android,3856,2,8.666732,13,1285,118,47,2.978723,2.0,3.898101,1.106383,1.0,0.311661,15.978723,0.0,72.190415
M66B/FairEmail,3844,1000,7.086818,826,209169,58379,4240,4.726179,2.0,7.897179,1.271226,1.0,0.796028,33.514623,0.0,506.517045
uber/NullAway,3842,30,8.003531,300,47603,9450,579,4.556131,2.0,8.768942,1.221071,1.0,0.508922,52.056995,0.0,330.675646
aurelhubert/ahbottomnavigation,3830,14,9.46341,14,2361,663,46,5.108696,2.0,7.540198,1.173913,1.0,0.383223,57.478261,0.0,313.310477
MiguelCatalan/MaterialSearchView,3829,6,9.96935,12,1290,147,41,4.04878,2.0,6.280729,1.317073,1.0,0.521489,22.658537,1.0,132.522377
kubernetes-client/java,3827,55,8.320633,2691,1166503,590133,11705,6.967364,6.0,9.653142,1.601538,1.0,2.614363,192.15959,1.0,1945.201523
uknownothingsnow/CircleProgress,3819,0,10.842837,15,1705,225,25,5.76,6.0,4.215843,1.68,2.0,0.690411,85.76,1.0,244.340828
google/bundletool,3818,63,7.333921,2,155,47,873,9.699885,7.0,8.879376,1.268041,1.0,1.196937,82.603666,6.0,523.785893
yanzhenjie/AndServer,3817,1,9.221044,186,13679,7912,214,5.023364,3.0,6.298104,1.542056,1.0,1.19294,48.051402,1.0,244.821679
react-native-share/react-native-share,3814,139,9.92723,35,2123,202,41,5.585366,3.0,4.919226,2.073171,2.0,0.905269,8.609756,8.0,11.370748
ZHENFENG13/My-Blog,3812,0,6.5014,58,3035,470,58,4.758621,3.0,5.7987,1.051724,1.0,0.393919,29.551724,5.0,62.485415
jishenghua/jshERP,3793,6,8.952281,262,52526,4791,360,5.825,3.0,9.909897,1.327778,1.0,0.541643,1674.7,13.0,8186.782202
sunfusheng/MarqueeView,3792,0,9.255956,10,790,74,22,5.409091,4.0,4.885928,1.363636,1.0,0.492366,5.454545,0.0,12.085912
camunda/camunda,3789,462,9.456185,469,43067,6421,14895,7.191541,5.0,9.025323,1.392615,1.0,1.019285,28.684592,1.0,189.715226
shopizer-ecommerce/shopizer,3789,18,12.782665,1205,75576,11864,1233,7.93674,4.0,9.723827,1.682887,1.0,0.979916,34.145174,2.0,130.939193
Dimezis/BlurView,3785,31,9.367163,20,1082,214,30,5.9,3.5,5.683309,1.5,1.0,0.731083,7.0,1.0,14.202962
gh0stkey/HaE,3782,77,5.444483,30,3816,160,67,4.19403,2.0,4.619585,1.656716,1.0,1.552635,12.074627,0.0,37.941467
mpusher/mpush,3779,9,9.349627,323,16861,8734,398,4.731156,3.0,5.322883,1.344221,1.0,0.695146,24.565327,1.0,171.614293
fesh0r/fernflower,3774,0,10.918041,474,56271,2982,698,4.421203,1.0,7.851397,1.227794,1.0,0.625591,37.565903,0.0,507.356487
lygttpod/SuperTextView,3774,39,8.872968,16,3919,1414,86,3.046512,2.0,5.846883,1.162791,1.0,0.401774,141.674419,0.0,1033.994009
mcxtzhang/SwipeDelMenuLayout,3773,2,9.023086,10,921,268,40,3.1,2.0,3.34204,1.25,1.0,0.438529,5.2,0.0,28.599086
watabou/pixel-dungeon,3769,0,11.105519,505,40771,8689,839,5.72348,4.0,7.322754,2.544696,2.0,1.651669,12.423123,1.0,61.68794
CameraKit/blurkit-android,3768,3,8.823786,8,592,129,10,6.1,5.0,5.646041,1.5,1.0,0.707107,30.3,0.0,90.002531
Ereza/CustomActivityOnCrash,3756,12,11.165501,7,873,472,15,5.4,4.0,4.762952,1.333333,1.0,0.48795,32.333333,0.0,80.058609
MovingBlocks/Terasology,3755,70,14.502023,2257,133835,29567,2810,6.098577,4.0,7.79055,1.445196,1.0,0.858451,25.027046,0.0,170.934589
roboguice/roboguice,3752,0,13.057259,695,61217,19652,3335,4.49955,3.0,6.404289,1.222789,1.0,1.021583,7.127736,0.0,70.398083
Helium314/HeliBoard,3750,49,3.487099,156,25166,6224,237,6.666667,4.0,8.918811,1.468354,1.0,0.9183,71.059072,2.0,261.871048
timehop/sticky-headers-recyclerview,3750,0,10.918388,16,853,206,29,4.62069,2.0,4.945516,1.275862,1.0,0.527565,3.241379,0.0,6.679688
zhpanvip/BannerViewPager,3746,59,8.434334,61,3785,1098,73,5.410959,3.0,7.19922,1.410959,1.0,0.723334,47.821918,0.0,227.591089
apache/kylin,3741,2,10.665817,3495,400606,77220,4765,7.797062,5.0,9.65784,1.499056,1.0,0.836214,137.610493,1.0,5212.108413
sofastack/sofa-jraft,3741,32,6.501292,853,103179,33643,1438,6.228095,3.0,8.564999,1.463839,1.0,1.088825,76.504868,1.0,318.959573
andOTP/andOTP,3741,38,8.163004,71,8951,1259,166,6.108434,3.0,8.453813,1.5,1.0,0.983192,41.415663,0.0,339.329841
RoaringBitmap/RoaringBitmap,3731,39,12.211278,385,88903,11886,638,5.586207,5.0,4.822234,1.139498,1.0,0.466431,259.594044,0.0,1873.911891
spotbugs/spotbugs,3728,69,8.827088,3419,223384,70696,5270,4.083302,2.0,7.73749,1.368691,1.0,0.868966,25.773435,0.0,367.569362
JCTools/JCTools,3725,18,11.811827,350,40464,11159,788,4.601523,3.0,5.363399,3.908629,2.5,3.361608,19.965736,0.0,82.09317
ethanhua/Skeleton,3725,0,8.095123,17,724,93,33,3.727273,3.0,3.402873,1.242424,1.0,0.50189,4.606061,0.0,14.506334
AsamK/signal-cli,3722,102,10.31505,399,39800,558,491,6.98778,4.0,11.591687,1.576375,1.0,2.14185,48.293279,0.0,382.445898
Atmosphere/atmosphere,3721,0,15.177061,352,36378,15456,741,5.496626,3.0,6.644571,1.307692,1.0,0.808608,55.025641,1.0,591.17394
willowtreeapps/spruce-android,3719,3,8.523384,55,4655,2427,122,4.860656,3.0,6.094728,1.368852,1.0,0.751866,5.352459,0.0,30.992114
ByteLegend/ByteLegend,3717,0,4.584801,43,70819,5421,295,6.979661,7.0,2.816302,1.00339,1.0,0.058222,727.844068,20.0,2317.183342
stfalcon-studio/ChatKit,3715,1,8.582128,51,4696,1306,108,5.768519,3.0,6.546179,2.898148,2.0,4.831632,35.481481,0.0,135.542833
ageerle/ruoyi-ai,3714,6,1.631334,787,37680,19871,864,6.346065,4.0,6.780239,1.283565,1.0,0.671836,12.857639,0.0,53.998492
ryanhoo/StylishMusicPlayer,3710,0,8.97033,83,5991,884,194,5.025773,3.0,5.792111,1.309278,1.0,0.649604,13.216495,0.0,40.406927
liuyubobobo/Play-with-Algorithms,3707,0,9.161566,219,9779,2423,133,2.894737,2.0,2.409775,1.007519,1.0,0.086711,5.203008,0.0,20.640046
yanzhenjie/NoHttp,3704,0,10.099289,151,9198,5906,228,4.45614,3.0,4.741123,1.5,1.0,0.804722,45.649123,1.0,302.142773
rbmonster/learning-note,3694,0,5.216492,471,14703,6215,658,2.194529,2.0,2.411635,1.173252,1.0,0.546539,2.893617,0.0,21.749597
undertow-io/undertow,3690,9,13.12522,1458,156723,48346,3103,5.203674,3.0,6.364272,1.241702,1.0,0.717454,36.59942,0.0,501.717312
jtablesaw/tablesaw,3685,79,9.671182,514,57233,11352,765,6.270588,4.0,6.690521,1.284967,1.0,0.600912,108.529412,1.0,478.854005
yangfuhai/ASimpleCache,3678,0,12.099784,14,1587,798,29,4.448276,2.0,5.248035,1.448276,1.0,0.631676,38.517241,0.0,109.503301
javahuang/SurveyKing,3676,3,3.990302,343,12629,4903,400,5.175,3.0,8.653704,1.23,1.0,0.54114,7.825,0.0,38.634907
lihangleo2/ShadowLayout,3672,28,6.153921,15,3077,572,65,4.0,2.0,5.559339,1.138462,1.0,0.348072,21.615385,0.0,103.06865
networknt/light-4j,3672,192,8.980389,848,77607,25761,1235,4.57247,3.0,5.23161,1.17085,1.0,0.567167,23.31417,0.0,121.851193
lisawray/groupie,3672,28,9.00246,61,4283,502,93,5.096774,3.0,5.407452,1.827957,1.0,1.006756,29.903226,0.0,141.477918
helidon-io/helidon,3671,128,7.018651,310,23382,14084,9836,5.594449,4.0,5.672589,1.43717,1.0,1.103775,27.436865,1.0,302.919463
google/rejoiner,3670,3,7.740519,84,5416,1326,131,6.618321,5.0,6.219644,1.572519,1.0,1.04536,4.923664,0.0,14.935048
KunMinX/Linkage-RecyclerView,3668,0,6.367773,35,2452,850,75,6.4,5.0,6.301008,1.546667,1.0,0.722109,10.386667,1.0,24.4987
nICEnnnnnnnLee/BilibiliDown,3668,80,6.611181,182,21030,6629,262,4.206107,2.0,4.24935,1.721374,1.0,1.354233,42.019084,1.0,307.2707
dingjikerbo/Android-BluetoothKit,3668,0,9.904567,151,8726,709,241,4.074689,2.0,5.431642,1.240664,1.0,0.508435,18.701245,0.0,75.066484
Creators-of-Create/Create,3667,0,6.129147,1976,222900,3930,2533,10.755626,8.0,10.219737,1.809317,2.0,1.177209,28.096328,3.0,114.633234
yacy/yacy_search_server,3664,0,10.451706,970,165803,57943,1446,5.54426,4.0,6.583121,1.391425,1.0,0.782355,42.947441,0.0,231.027445
linkedin/databus,3664,0,12.709872,582,113842,27508,1516,5.527704,3.0,8.026846,1.35686,1.0,0.797661,46.734828,0.0,228.177829
coderbruis/JavaSourceCodeLearning,3664,0,5.252451,259,7011,2379,317,2.85489,2.0,2.96249,1.258675,1.0,0.473302,3.138801,0.0,9.482478
grpc-ecosystem/grpc-spring,3662,34,8.675274,306,14844,9556,418,6.605263,6.0,5.249156,1.478469,1.0,1.146683,5.368421,0.0,24.048974
PlexPt/chatgpt-java,3646,24,2.74009,58,2867,831,69,5.275362,3.0,6.444067,1.275362,1.0,0.72526,14.594203,0.0,57.795104
litesuits/android-common,3643,0,11.265392,60,6458,5695,85,3.517647,2.0,3.577748,1.247059,1.0,0.595736,124.352941,1.0,700.443749
tchiotludo/akhq,3639,42,6.982086,209,20014,1332,305,8.203279,6.0,7.888073,1.291803,1.0,0.528869,29.009836,0.0,147.832041
huburt-Hu/NewbieGuide,3623,20,8.100577,31,2000,357,78,4.307692,3.0,4.562147,1.179487,1.0,0.418519,10.435897,0.0,65.120785
apache/incubator-heron,3621,56,9.939357,1121,85515,36530,1675,5.698507,4.0,6.092318,1.466269,1.0,0.905593,20.74806,1.0,185.349645
microservices-patterns/ftgo-application,3617,0,7.862658,206,6371,43,370,5.345946,3.0,5.557221,1.189189,1.0,0.639183,8.191892,0.0,31.006572
FasterXML/jackson-databind,3615,0,13.696699,1254,163106,57143,5236,3.773491,2.0,5.577745,1.710466,1.0,1.78517,24.213331,0.0,422.142517
rockerhieu/emojicon,3615,2,11.623547,24,3840,553,39,5.153846,4.0,5.239217,1.564103,1.0,0.787898,6.769231,0.0,12.984731
blossom-editor/blossom,3609,19,2.075008,399,18214,10515,435,5.724138,3.0,6.506448,1.344828,1.0,0.672494,6.977011,0.0,26.820266
spockframework/spock,3608,26,14.724791,661,30647,16403,726,5.406336,4.0,6.645416,1.447658,1.0,1.088822,34.741047,1.0,186.12708
alibaba/Alink,3606,22,6.926073,4872,325309,33790,8181,6.437599,5.0,6.235824,1.626574,1.0,0.999767,34.702726,0.0,236.706346
Mojang/brigadier,3598,3,10.966889,74,5669,448,85,6.635294,5.0,5.437627,1.152941,1.0,0.393576,44.552941,0.0,231.112965
tyrantgit/ExplosionField,3595,0,9.945354,6,344,51,10,4.9,2.0,4.931757,1.5,1.5,0.527046,4.3,0.0,10.392839
kikoso/android-stackblur,3592,0,12.050401,12,811,189,41,1.756098,0.0,3.726798,1.097561,1.0,0.490147,0.585366,0.0,1.897045
uncle-novel/uncle-novel,3590,1,6.728302,222,20199,6689,269,7.289963,5.0,8.771431,1.657993,1.0,0.847594,10.416357,0.0,35.715573
mbechler/marshalsec,3589,0,8.283462,64,3185,1805,72,7.291667,6.0,5.640491,1.819444,1.0,1.025401,14.583333,1.0,39.035105
dongjunkun/DropDownMenu,3587,2,10.197676,9,543,85,19,4.526316,3.0,3.657085,1.368421,1.0,0.495595,2.157895,0.0,4.246085
dtinit/data-transfer-project,3587,61,7.660859,250,12145,3822,927,6.841424,4.0,7.8538,1.266451,1.0,0.75453,6.877023,0.0,22.240827
spring-io/initializr,3583,17,12.239165,557,34971,17133,738,5.906504,4.0,5.998931,1.266938,1.0,0.625567,33.733062,1.0,172.492976
vert-x3/vertx-examples,3582,0,10.522341,423,13680,2472,451,5.339246,5.0,2.654596,1.822616,2.0,0.520276,1.017738,1.0,2.500604
googlemaps/android-maps-utils,3577,52,12.298473,146,14565,7304,219,7.123288,5.0,7.159286,1.675799,1.0,0.933529,37.739726,1.0,147.684858
hmkcode/Android,3577,0,12.000952,61,2410,255,56,4.696429,4.5,3.458427,1.660714,2.0,0.580808,2.142857,1.0,3.942443
WVector/AppUpdate,3574,3,8.20704,27,2682,1059,64,4.4375,3.0,6.012883,1.15625,1.0,0.407031,37.140625,1.0,112.162562
davideas/FlexibleAdapter,3572,30,10.338415,147,16918,8839,326,6.02454,4.0,7.617753,2.113497,1.0,1.640638,102.309816,1.0,1467.201856
JakeWharton/ThreeTenABP,3570,0,10.169173,7,166,9,7,4.285714,4.0,1.799471,1.428571,1.0,0.534522,1.428571,0.0,2.299068
IrisShaders/Iris,3566,140,4.862903,721,45422,5278,912,6.252193,4.0,7.076033,1.315789,1.0,0.872216,22.638158,0.0,153.689098
OpenHFT/Chronicle-Queue,3564,533,12.252951,326,35108,8509,499,5.49499,4.0,6.248652,1.591182,1.0,0.85799,177.400802,0.0,2216.008997
